"leased","District","POName","UnitName","PropertyID","PropertyAddress","City","ST","ZIPCode","Occupied","Maint","EffDate","ExpDate","BldgOwn","LandOwn","TaxClause","PurchaseOption","LONbr","LOYears","LessorName","LessorAddress1","LessorAddress2","LessorAddress3","LessorCity","LessorSt","LessorZIP","IntSqFt","SiteSqFt","AnnualRent","AnnualRent.SqFt","NextRent","NextRent.SqFt","Fin.Sub","ChrgblFinNo","County","PropertyStatus","Ownership","FDBID.All.","AMSLocaleKey.All.","FDBFacilityType.All.","FDBFacilitySubtype.All.","BuildingOwnershipDescription","LandDesc","Maintenance","SpaceCertifiedIndicator","BldgOccuDate","BldgtoLandSqFtRatio"
1,"Mid-America","MARBLE HILL","MAIN OFFICE","285052002","200 STATE HIGHWAY 34 W","MARBLE HILL","MO","63764-9998","Apr-96","USPS","4/24/2016","4/23/2021","A","A","Reimbursable","Y",3,15,"HARMON FAMILY ASSOCIATES NO 1 LP","ATTN: MR. LYNN A HARMON","603 SOMERSET DR",NA,"WARRENSBURG","MO","640931674",5490,51400,50250,9.15,50250,9.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,"Northern New England","MILBRIDGE","MAIN OFFICE","225130002","19 SCHOOL ST","MILBRIDGE","ME","04658-9998","Feb-85","USPS (Not Roof)","2/1/2015","1/31/2020","B","B","None Specified","N",NA,NA,"ML& W ENTERPRISES INC","PO BOX 285",NA,NA,"KENTS HILL","ME","43490285",1682,8535,35000,20.81,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,"Gulf Atlantic","LINCOLNTON","MAIN OFFICE","125115002","182 ELM ST","LINCOLNTON","GA","30817-9998","1-Jul","USPS (Not Roof)","7/27/2001","7/26/2021","A","A","Reimbursable","Y",3,15,"JOHNCO LP","PO BOX 457",NA,NA,"MONCKS CORNER","SC","294610457",6493,72061,86032,13.25,90300,13.91,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0,"Gateway","HECKER","MAIN OFFICE MODULAR",NA,"140 W MONROE ST","HECKER","IL","62248-9998",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,736,0,NA,NA,NA,NA,"163510-G01",163510,"MONROE","Active","Owned",1366635,"W13280","Post Office","Remotely Managed Post Office (RMPO)","USPS Building, Const. by USPS","Land Data on separate record","USPS","No","8/1/2002","0"
0,"Lakeland","MILWAUKEE","MID CITY STATION",NA,"3421 W VLIET ST","MILWAUKEE","WI","53208-9998",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9492,28500,NA,NA,NA,NA,"565480-G96",565375,"MILWAUKEE","Active","Owned",1372916,"Y17666","Post Office","Station","USPS Building, Prev. Leased","USPS Land, Prev. Leased","USPS","Yes","10/1/1965"," 1/3"
1,"Honolulu","KOLOA","MAIN OFFICE","145100002","5485 KOLOA RD","KOLOA","HI","96756-9998","Nov-83","USPS","1/1/2014","12/31/2018","A","A",NA,NA,1,5,"ERIC A KNUDSEN TRUST","PO BOX 160",NA,NA,"KOLOA","HI","967560160",4298,27039,133927,31.16,140623.35,32.72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,"Arizona","TRES PIEDRAS","MAIN OFFICE","348883002","38440 HIGHWAY 285","TRES PIEDRAS","NM","87577-9998","Jun-88","Unknown","1/1/2007","4/1/2035","O","O","None Specified","N",NA,NA,"USDA DEPT OF AGRICULTURE","FORREST SERVICE","PO BOX 728",NA,"TRES PIEDRAS","NM","875779998",1000,10000,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,"Appalachian","BLOOMERY","MAIN OFFICE","550858002","STATE ROUTE 127","BLOOMERY","WV","26817-","Sep-96","Landlord","9/19/1996","9/18/2016","P","P","Reimbursable","N",3,15,"CARROLL N OMPS","LENA S OMPS","PO BOX 65",NA,"BLOOMERY","WV","268170065",1518,21630,23500,15.48,21980,14.48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,"Capital","CHARLOTTE HALL","MAIN OFFICE","231656002","29948 THREE NOTCH RD","CHARLOTTE HALL","MD","20622-9998","Apr-78","Landlord","4/1/2013","3/31/2018","P","P","None Specified",NA,1,5,"CHARLOTTE HALL CTR INC","BEN BURROUGHS JR OWNER","PO BOX 487",NA,"CHARLOTTE HALL","MD","206220487",1536,1656,27861.6,18.14,29533.3,19.23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,"Greater Boston","BROCKTON","MONTELLO STA","240952006","200 OAK ST","BROCKTON","MA","02301-1354","Aug-88","USPS (Not Roof)","7/15/2013","7/14/2018","A","A","Percentage",NA,1,5,"GBI","2 WELLMAN AVE STE 210",NA,NA,"NASHUA","NH","30641463",2500,311649,49000,19.6,53000,21.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,"Louisiana","CADE","MAIN OFFICE","211313003","1597 OLD SPANISH TRL","CADE","LA","70519-9998","Sep-84","USPS (Not Roof)","9/1/2014","8/31/2019","A","A","None Specified","N",1,5,"RANDALL BABINEAUX","P O BOX 213",NA,NA,"CADE","LA","705190213",1067,25110,11700,10.97,40000,37.49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,"Central Plains","ELLSWORTH","MAIN OFFICE","302925002","100 MAIN ST","ELLSWORTH","NE","69340-9721","Jan-90","Landlord","1/7/2013","1/6/2018","P","P","None Specified",NA,NA,NA,"WADE A MORGAN","PO BOX 27",NA,NA,"ELLSWORTH","NE","693400027",380,380,4686,12.33,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,"Northern New England","LACONIA","LAKEPORT STATION","324380009","34 CLINTON ST","LACONIA","NH","03246-2506","Sep-90","USPS (Not Roof)","9/1/2010","8/31/2020","B","B","Percentage","Y",NA,NA,"LAKES REGION HOSPTY LP","799 UNION AVE",NA,NA,"LACONIA","NH","32462553",1674,11980,34000,20.31,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,"Los Angeles","SOUTH GATE","MAIN OFFICE AD'L PRKG","57398005","10120 WRIGHT ROAD","SOUTH GATE","CA","90280-9998",NA,"USPS","2/1/2016","1/31/2026","X","Z","None Specified",NA,NA,NA,"FAUCETTA REVOCABLE LIVING TRUST","ATTN ANN WALTERS","P O BOX 27",NA,"MOUNTAIN CENTER","CA","925610027",0,19130,80000,4.18,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,"Greater Indiana","BROWNSVILLE","MAIN OFFICE","170968001","104 N MAIN ST","BROWNSVILLE","IN","47325-9998","Oct-64","Landlord","1/1/2012","12/31/2016","A","A",NA,NA,NA,NA,"JAMES E KAUFMAN","DARLENE E KAUFMAN","PO BOX 63",NA,"BROWNSVILLE","IN","473250063",449,449,3300,7.35,3750,8.35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0,"Westchester","PEARL RIVER","MAIN OFFICE",NA,"35 S MAIN ST","PEARL RIVER","NY","10965-9998",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7518,16900,NA,NA,NA,NA,"356425-G01",356425,"ROCKLAND","Active","Owned",1433261,"2629","Post Office","Finance Station - No Delivery","USPS Building, Transferred","USPS Land, Transferred","USPS","No","3/1/1933"," 4/9"
0,"Central Plains","OMAHA","CENTRAL PLAINS DIST OFFIC",NA,"6005 LOCKHEED CT","OMAHA","NE","68110-9998",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23409,0,NA,NA,NA,NA,"306652-G15",306652,"DOUGLAS","Active","Owned",1000018,"8217","Administrative Office","Consumer Affairs Office","USPS Building, Const. by USPS","No Land","USPS","Yes","11/1/1990","0"
1,"Rio Grande","THOMASTON","MPO SITE/MB","488965003","264 Fordtran Rd","THOMASTON","TX","77989-9800",NA,"USPS","7/1/2015","6/30/2020","Q","Z","None Specified",NA,1,5,"BOBBY J DAVIS","PO BOX 116",NA,NA,"THOMASTON","TX","779890116",0,0,1260,0,1323,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,"Central Pennsylvania","EAST SMITHFIELD","MAIN  OFFICE","412288002","30 VILLAGE GREEN WAY","EAST SMITHFIELD","PA","18817-9800","Jan-95","Landlord","1/1/2013","12/31/2017","P","P","None Specified",NA,NA,NA,"SMITHFIELD TOWNSHIP VOL FIRE DEPT","PO BOX 81",NA,NA,"E SMITHFIELD","PA","188170081",585,632,8190,14,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,"New York","NEW YORK","WEST VILLAGE FIN STA","359660001","527 HUDSON ST FRNT A","NEW YORK","NY","10014-9992","Mar-76","USPS","3/1/2016","2/28/2021","A","A","None Specified",NA,2,10,"RKM REALTY INC","69-61 78TH STREET",NA,NA,"MIDDLE VILLAGE","NY","113792845",2195,2195,339127.5,154.5,438943.5,199.97,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,"Western Pennsylvania","NATRONA HEIGHTS","MAIN OFFICE","415780002","1715 UNION AVE","NATRONA HEIGHTS","PA","15065-9998","Apr-88","Landlord","4/1/2014","3/31/2019","A","A","Percentage",NA,1,5,"WILD BLUE MGT LP","PO BOX 857",NA,NA,"FAR HILLS","NJ","79310857",5295,10822,69576,13.14,73055,13.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,"Central Plains","RUSKIN","MAIN OFFICE","307860001","940 MAIN ST","RUSKIN","NE","68974-6119","Apr-51","Landlord","10/1/2011","9/30/2016","P","P","None Specified",NA,NA,NA,"ROBERT CARTER","DBA CARTER COMPANY","PO BOX 6864",NA,"TYLER","TX","757116864",849,1929,5700,6.71,5943,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,"Gateway","NEW BERLIN","MAIN OFFICE","165568001","102 E ILLINOIS ST","NEW BERLIN","IL","62670-9998","Jan-55","Landlord","7/1/2014","6/30/2019","A","A",NA,NA,NA,NA,"L & S VENTURE CORPORATION","108 E ILLINOIS","PO BOX 371",NA,"NEW BERLIN","IL","626700371",1443,2853,10200,7.07,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,"Greater Boston","SANDWICH","PARKING","246715005","ROUTE 6A/MERCHANT RD","SANDWICH","MA","02563-9998",NA,"Landlord","12/1/2013","11/30/2018","X","Z","None Specified",NA,NA,NA,"ELLSWORTH REALTY TRUST","JONATHAN D FITCH TRUSTEE","PO BOX 549",NA,"SANDWICH","MA","25630549",0,6000,22000,3.67,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0,"Greater Boston","WOBURN","CENTER STA.",NA,"2 ABBOTT ST","WOBURN","MA","01801-9991",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9935,19860,NA,NA,NA,NA,"249588-G01",249588,"MIDDLESEX","Active","Owned",1388102,"V27325","Post Office","Finance Station","USPS Building, Transferred","USPS Land, Transferred","USPS","Yes","10/1/1911"," 1/2"
1,"Greater Boston","SOUTH DENNIS","MAIN OFFICE","247378002","9 MARKET PL","SOUTH DENNIS","MA","02660-9998","1-May","Landlord","5/17/2001","5/16/2021","P","P","Reimbursable","N",1,5,"CAPE EXIT 9 REALTY TRUST","PO BOX 271",NA,NA,"SOUTH DENNIS","MA","26600271",4071,72213,136533.8,33.54,188332.2,46.26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,"Detroit","ROMEO","ADDTL PARKING","258160002","241 N MAIN ST","ROMEO","MI","48065-9998",NA,"Landlord","6/1/2012","5/31/2017","X","Z",NA,NA,NA,NA,"DR LARRY WHITE","241 N MAIN ST",NA,NA,"ROMEO","MI","480651161",0,4200,6720,1.6,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0,"Philadelphia Metropolitan","QUAKERTOWN","MAIN OFFICE",NA,"165 CALIFORNIA RD","QUAKERTOWN","PA","18951-9998",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23786,161172,NA,NA,NA,NA,"416856-G02",416856,"BUCKS","Active","Owned",1378591,"X1A670","Post Office","Administrative Post Office (APO)","USPS Building, Const. by USPS","USPS Land, Not Prev. Leased","USPS","Yes","4/1/1995"," 1/7"
1,"Gateway","ST LOUIS","P&DC EMPLOYEE PARKING","287142146","CLARK AND 20TH STREETS","ST LOUIS","MO","63155-9998",NA,"Landlord","9/27/2004",NA,"X","Z","None Specified",NA,NA,NA,"ST LOUIS PARKING COMPANY","505 N 7TH STREET","SUITE 2405",NA,"ST LOUIS","MO","631012405",0,75000,210000,2.8,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,"Sacramento","LINDEN","MAIN OFFICE","54326002","4916 N MILL ST","LINDEN","CA","95236-9998","Jun-74","USPS (Not Roof)","9/1/2014","8/31/2019","P","P","Reimbursable",NA,NA,NA,"SAM ORLANDO","MARILYN ORLANDO CO TTEES","SAM & MARILYN ORLANDO 1995 REV TRST","2201 SOUTH B ST","STOCKTON","CA","952062438",2185,18971,29844,13.66,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,"Rio Grande","SCHULENBURG","MAIN OFFICE","488155001","622 ANDERSON ST","SCHULENBURG","TX","78956-9998","Dec-62","Landlord","12/1/2012","11/30/2017","A","A","Reimbursable",NA,1,5,"VALLEY REALTY CO","PO BOX 997",NA,NA,"CLARKSDALE","MS","386140997",4631,15000,37048,8,40753,8.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0,"Ohio Valley","WILMINGTON","MAIN OFFICE",NA,"1515 ALEX DR","WILMINGTON","OH","45177-9998",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18072,159822,NA,NA,NA,NA,"389072-G02",389072,"CLINTON","Active","Owned",1387845,"X23402","Post Office","Administrative Post Office (APO)","USPS Building, Const. by USPS","USPS Land, Not Prev. Leased","USPS","Yes","1/1/1998"," 1/9"
1,"Gulf Atlantic","MCALPIN","MAIN OFFICE","115490001","17054 US HIGHWAY 129","MC ALPIN","FL","32062-9998","Jan-52","USPS (Not Roof)","8/1/2013","7/31/2018","A","A","Reimbursable",NA,1,5,"CARLTON F COLE","9708 180TH ST",NA,NA,"MCALPIN","FL","320622538",1000,9147,9600,9.6,9600,9.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0,"Arizona","CORDOVA","MAIN OFFICE MODULAR",NA,"74 COUNTY ROAD 80","CORDOVA","NM","87523-9998",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,800,0,NA,NA,NA,NA,"341932-G01",341932,"RIO ARRIBA","Active","Owned",1359255,"Z13642","Post Office","Remotely Managed Post Office (RMPO)","USPS Personal Property","Land Data on separate record","USPS","No","2/1/1991","0"
1,"Northern Virginia","FLINT HILL","MAIN OFFICE","513264002","664F ZACHARY TAYLOR HWY","FLINT HILL","VA","22627-9998","Feb-87","USPS","2/1/2012","1/31/2017","A","A","None Specified","N",NA,NA,"FLINT HILL SQUARE LLC","C/O SAM SNEAD REALTY","437 S ROYAL AVE STE A",NA,"FRONT ROYAL","VA","226303214",1350,3556,18000,13.33,19791,14.66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,"Santa Ana","ONTARIO","PLAZA CENTER STATION","55652001","1126 N MOUNTAIN AVE","ONTARIO","CA","91762-9991","Jun-56","USPS (Not Roof)","6/1/2011","5/31/2016","A","A","None Specified","N",2,10,"JAFAM CORPORATION","1013 BEGONIA AVE",NA,NA,"ONTARIO","CA","917622104",4023,18593,80494,20.01,80494,20.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,"Gulf Atlantic","PINE MOUNTAIN VALLEY","MAIN OFFICE","126875001","13642 GA HIGHWAY 116","PINE MOUNTAIN VALLEY","GA","31823-9998","Apr-68","Landlord","5/1/2015","4/30/2020","A","A","Reimbursable",NA,NA,NA,"ELIZABETH B MINTON","PO BOX 13",NA,NA,"PINE MOUNTAIN VALLEY","GA","318230013",864,10000,5625,6.51,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,"Northland","BARRON","MAIN OFFICE","560580001","437 E LA SALLE AVE","BARRON","WI","54812-1518","Feb-62","Landlord","2/1/2015","1/31/2020","A","A","None Specified",NA,1,5,"DOUBLE DIAMOND PARTNERSHIP","D R & L MARTINSON","J & M WILLIAMS","511 E LASALLE AVE","BARRON","WI","548121623",2773,5000,18711,6.75,20208,7.29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,"Nevada Sierra","DEETH","MAIN OFFICE SITE","312000003","100 MAIN ST","DEETH","NV","89823-9800",NA,"USPS","1/15/2016","1/14/2021","Y","Z","None Specified",NA,NA,NA,"DORIS MCCOY","P O BOX 8355",NA,NA,"SPRING CREEK","NV","898150006",0,20476,3300,0.16,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,"Atlanta","FLOVILLA","MAIN OFFICE","123300002","340 HEARD ST","FLOVILLA","GA","30216-9998","Oct-77","USPS (Not Roof)","10/1/2012","9/30/2017","B","B","Reimbursable",NA,NA,NA,"EMESS HOLDING COMPANY","HEATHER SACKS","473 NIAGARA ST",NA,"BUFFALO","NY","142011740",1067,8850,7590,7.11,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,"Bay Valley","BROOKDALE","MAIN OFFICE","50978001","105 PACIFIC AVE","BROOKDALE","CA","95007-9800","Mar-55","Landlord","4/1/2016","3/31/2021","P","P","None Specified",NA,NA,NA,"MARK T LEVELL","24760 HUTCHINSON ROAD",NA,NA,"LOS GATOS","CA","950338546",970,3970,25220,26,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0,"Arizona","ROSWELL","DEL & MAIL PROCESSING",NA,"497 W BRASHER RD","ROSWELL","NM","88203-9998",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28564,201203,NA,NA,NA,NA,"347413-G07",347413,"CHAVES","Active","Owned",1441439,"Z14089","Mail Processing","Processing and Distribution Center/Facility (PDC/PDF)","USPS Building, Const. by USPS","USPS Land, Not Prev. Leased","USPS","Yes","6/1/1998"," 1/7"
1,"Arkansas","GLENWOOD","MAIN OFFICE","43510002","916 E BROADWAY","GLENWOOD","AR","71943-9998","Jul-98","Landlord","7/28/2013","7/27/2018","A","A","Reimbursable","Y",2,NA,"G A LEWIS INC","6800 S GRANITE AVE APT 340",NA,NA,"TULSA","OK","741367043",6309,67915,60000,9.51,81333,12.89,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0,"Albany","WATERTOWN","MAIL PROCESSING CTR.",NA,"232 COMMERCE PARK DR","WATERTOWN","NY","13601-9998",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,72455,329970,NA,NA,NA,NA,"358970-G03",358970,"JEFFERSON","Active","Owned",1433920,"V16820","Post Office","Main Post Office","USPS Building, Const. by USPS","USPS Land, Not Prev. Leased","USPS","Yes","1/1/1991"," 2/9"
1,"Gateway","PANAMA","MAIN OFFICE","166072001","106 NORTH AVE","PANAMA","IL","62077-9998","Nov-44","Landlord","2/1/2016","1/31/2021","A","A","None Specified",NA,1,5,"VALLEY REALTY CO","PO BOX 997",NA,NA,"CLARKSDALE","MS","386140997",877,964,8900,10.15,9790,11.16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0,"Long Island","SAG HARBOR","MAIN OFFICE",NA,"21 LONG ISLAND AVE","SAG HARBOR","NY","11963-3030",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6213,24400,NA,NA,NA,NA,"357345-G01",357345,"SUFFOLK","Active","Owned",1380238,"V15888","Post Office","Main Post Office","USPS Building, Const. by USPS","USPS Land, Not Prev. Leased","USPS","No","12/1/1975"," 1/4"
0,"Western New York","BUFFALO","AIRPORT MAIL FACILITY",NA,"285 CAYUGA RD","BUFFALO","NY","14241-0001",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26000,70840,NA,NA,NA,NA,"351029-G32",351014,"ERIE","Active","Owned",1433694,"V11836","Post Office","Finance Branch - No Delivery","USPS Building, Const. by USPS","Land Data on separate record","USPS","Yes","10/1/1991"," 3/8"
0,"Houston","HOUSTON","DENVER HARBOR STN",NA,"5901 MARKET ST","HOUSTON","TX","77020-9998",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9243,79800,NA,NA,NA,NA,"484145-GB8",480034,"HARRIS","Active","Owned",1360700,"W23472","Post Office","Station","USPS Building, Prev. Leased","USPS Land, Prev. Leased","USPS","Yes","7/1/1972"," 1/9"
1,"Richmond","FARNHAM","MAIN OFFICE","513168001","193 CEDAR GROVE RD","FARNHAM","VA","22460-9998","Nov-59","Landlord","11/1/2012","10/31/2017","P","P","None Specified",NA,NA,NA,"NANCY L GRAY","612 KING'S CLOISTER CIRCLE",NA,NA,"ALEXANDRIA","VA","223024000",1274,3200,8700,6.83,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,"Northland","DEER PARK","MAIN OFFICE","562180002","100 FRONT ST W","DEER PARK","WI","54007-9793","Dec-91","USPS","1/1/2012","12/31/2016","A","A","Reimbursable","N",3,15,"POSTAL BUILDING & LEASING CO","720 OLIVE ST STE 1630",NA,NA,"ST LOUIS","MO","631012321",928,11995,13085,14.1,13478,14.52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0,"South Jersey","MOUNT EPHRAIM","MAIN OFFICE",NA,"313 W KINGS HWY","MOUNT EPHRAIM","NJ","08059-1657",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4500,0,NA,NA,NA,NA,"335520-G01",335520,"CAMDEN","Active","Owned",1373987,"V10959","Post Office","Main Post Office","USPS Personal Property","USPS Land, Not Prev. Leased","USPS","No","4/28/2008","0"
1,"Central Pennsylvania","LAVELLE","MAIN OFFICE","414516002","337 MAIN ST","LAVELLE","PA","17943-9998","Dec-86","USPS (Not Roof)","12/1/2011","11/30/2016","A","A","None Specified",NA,NA,NA,"REMALEY REALTY","PO BOX 93",NA,NA,"ASHLAND","PA","179210093",928,15838,10680,11.51,10800,11.64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0,"Lakeland","ROCK FALLS","MAIN OFFICE",NA,"210 2ND AVE","ROCK FALLS","IL","61071-1299",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7300,190150,NA,NA,NA,NA,"166768-G01",166768,"WHITESIDE","Active","Owned",1379609,"W14648","Post Office","Main Post Office","USPS Building, Transferred","USPS Land, Transferred","USPS","Yes","6/1/1938"," 0/1"
1,"Lakeland","LYNDON STATION","MAIN OFFICE","564920002","300 E FLINT ST","LYNDON STATION","WI","53944-9200","Apr-75","Landlord","4/1/2015","3/31/2020","A","A","Reimbursable",NA,NA,NA,"MEYER FAMILY TRUST","TOM MEYER TRUSTEE","C/O TOM MEYER","W14429 VISTA VIEW CT","PRAIRIE DU SAC","WI","535789544",1068,13584,11214,10.5,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,"Northern New England","MINOT","MAIN OFFICE","225190002","348 MINOT AVE","MINOT","ME","04258-9998","Dec-95","Landlord","12/15/2015","12/14/2020","P","P","Reimbursable",NA,1,5,"PAUL L PALMER","PO BOX 17",NA,NA,"MINOT","ME","42580017",2471,3047,15300,6.19,16065,6.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,"Alabama","TIBBIE","MAIN OFFICE (LAND)","18120002","CO RD 20","TIBBIE","AL","36583-9998",NA,"USPS","10/1/2008","9/30/2018","Q","Z","None Specified",NA,NA,NA,"STATE OF ALABAMA","ALABAMA DEPT OF TRANSPORTATION","129 E GROVE HILL AVE",NA,"GROVE HILL","AL","364513237",0,15000,2000,0.13,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0,"Seattle","LYNDEN","MAIN OFFICE",NA,"600 FRONT ST","LYNDEN","WA","98264-9998",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7650,16800,NA,NA,NA,NA,"544816-G01",544816,"WHATCOM","Active","Owned",1371237,"Z17060","Post Office","Main Post Office","USPS Building, Transferred","USPS Land, Transferred","USPS","No","6/1/1940"," 4/9"
1,"Central Plains","CEDAR POINT","MAIN OFFICE","191683001","102 MAIN ST","CEDAR POINT","KS","66843-9998","Aug-60","Landlord","12/1/2015","11/30/2020","P","P","None Specified",NA,1,5,"MARY LOU KLETCHKA","1400 S 183RD ST W APT 101",NA,NA,"GODDARD","KS","670529363",1003,1703,6095,6.08,6400,6.38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,"Ohio Valley","COLLEGE CORNER","MAIN OFFICE","381743002","18 LIBERTY AVE","COLLEGE CORNER","OH","45003-9998","Feb-78","Shared","2/1/2008","1/31/2018","P","P","Reimbursable",NA,NA,NA,"MAGDOVITZ AGENCY INC","AND ROBERT H CARTER","DBA CARTER COMPANY","PO BOX 997","CLARKSDALE","MS","386140997",2197,14850,19700,8.97,22409,10.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0,"Seattle","OAK HARBOR","MAIN OFFICE",NA,"1155 SE CITY BEACH ST","OAK HARBOR","WA","98277-9998",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13190,73704,NA,NA,NA,NA,"546020-G02",546020,"ISLAND","Active","Owned",1375713,"Z17213","Post Office","Main Post Office","USPS Building, Const. by USPS","USPS Land, Not Prev. Leased","USPS","Yes","10/1/1982"," 1/6"
1,"Oklahoma","SHIDLER","MAIN OFFICE","397480001","301 S COSDEN AVE","SHIDLER","OK","74652-9998","Sep-58","Landlord","7/1/2013","6/30/2018","P","P","Reimbursable",NA,NA,NA,"HARRIMACK, LLC","8342 MACON RD",NA,NA,"CORDOVA","TN","380188554",1551,4916,12400,7.99,12400,7.99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
