"","Owned.Area...Building.Inventory.2","X","X.1","X.2","X.3","X.4","X.5","X.6","X.7","X.8","X.9","X.10","X.11","X.12","X.13","X.14","X.15","X.16","X.17","X.18","X.19","X.20","X.21","X.22"
"89","Lakeland","565570-G01","565570","MONROE","MAIN OFFICE","1724 11TH ST","GREEN","MONROE","WI","53566-9998","Active","Owned","1373541","Y17695","Post Office","Administrative Post Office (APO)","USPS Building, Transferred","USPS Land, Transferred","USPS","Yes","7/1/1933","16,082","18,000"," 8/9"
"90","Lakeland","565720-G01","565720","Muscoda","Main Office","1025 N Wisconsin Avenue","GRANT","Muscoda","WI","53573-9998","Active","Owned","1374294","Y17716","Post Office","Remotely Managed Post Office (RMPO)","USPS Building, Const. by USPS","USPS Land, Not Prev. Leased","USPS","No","8/18/2007","2,235","46,350"," 0/1"
"91","Lakeland","565780-G01","565780","NEILLSVILLE","MAIN OFFICE","619 HEWETT ST","CLARK","NEILLSVILLE","WI","54456-9998","Active","Owned","1374544","Y17725","Post Office","Administrative Post Office (APO)","USPS Building, Transferred","USPS Land, Transferred","USPS","No","6/1/1938","6,150","13,118"," 4/9"
"92","Northland","565800-G01","565800","NELSON","MAIN  OFFICE MODULAR","E200 CLEVELAND ST","BUFFALO","NELSON","WI","54756-8400","Active","Owned","1374557","Y17727","Post Office","Remotely Managed Post Office (RMPO)","USPS Building, Not Prev. Leased","Land Data on separate record","USPS","No","12/1/1997","675","0",""
"93","Lakeland","565810-G01","565810","NELSONVILLE","MAIN OFFICE MODULAR","3136 HIGH ST","PORTAGE","NELSONVILLE","WI","54458-9800","Active","Owned","1374563","Y17728","Post Office","Remotely Managed Post Office (RMPO)","USPS Building, Const. by USPS","Land Data on separate record","USPS","No","10/1/2000","670","0",""
"94","Lakeland","565930-G01","565930","NEW LONDON","MAIN POST OFFICE","208 S PEARL ST","OUTAGAMIE","NEW LONDON","WI","54961-9998","Active","Owned","1374783","Y17741","Post Office","Administrative Post Office (APO)","USPS Building, Prev. Leased","USPS Land, Prev. Leased","USPS","Yes","10/1/1959","6,536","13,121"," 1/2"
"95","Lakeland","565870-G04","565870","NEWBURG","MAIN OFFICE MODULAR","440 MAIN ST","WASHINGTON","NEWBURG","WI","53060-9800","Active","Owned","1374945","Y17748","Post Office","Remotely Managed Post Office (RMPO)","USPS Building, Const. by USPS","Land Data on separate record","USPS","No","2/1/1998","675","12,500"," 0/1"
"96","Lakeland","566070-G01","566070","OAK CREEK","MPO","200 E CENTENNIAL DR","MILWAUKEE","OAK CREEK","WI","53154-8618","Active","Owned","1375702","Y17765","Post Office","Main Post Office","USPS Building, Not Prev. Leased","USPS Land, Prev. Leased","USPS","Yes","1/1/2002","30,500","189,486"," 1/6"
"97","Lakeland","566110-G01","566110","OCONOMOWOC","MAIN OFFICE","38 S MAIN ST","WAUKESHA","OCONOMOWOC","WI","53066-9998","Active","Owned","1375881","Y17770","Post Office","Administrative Post Office (APO)","USPS Building, Transferred","USPS Land, Transferred","USPS","Yes","12/1/1989","9,176","28,283"," 1/3"
"98","Lakeland","566120-G01","566120","OCONTO","MAIN OFFICE","141 CONGRESS ST","OCONTO","OCONTO","WI","54153-9998","Active","Owned","1375883","Y17772","Post Office","Main Post Office","USPS Building, Transferred","USPS Land, Transferred","USPS","No","6/1/1923","4,390","22,344"," 1/5"
"99","Northland","566210-G01","566210","ONALASKA","MAIN OFFICE","304 11TH AVE N","LA CROSSE","ONALASKA","WI","54650-2733","Active","Owned","1376133","Y17784","Post Office","Main Post Office","USPS Building, Const. by USPS","USPS Land, Not Prev. Leased","USPS","No","11/1/1977","5,783","53,583"," 1/9"
"100","Lakeland","566285-G02","566285","OSHKOSH","MAIN OFFICE/P&DF","1025 W 20TH AVE","WINNEBAGO","OSHKOSH","WI","54902-9998","Active","Owned","1438338","Y17793","Post Office","Main Post Office","USPS Building, Const. by USPS","USPS Land, Not Prev. Leased","USPS","Yes","7/22/1974","99,432","247,156"," 2/5"
"101","Lakeland","566285-G02","566285","OSHKOSH","MAIN OFFICE/P&DF","1025 W 20TH AVE","WINNEBAGO","OSHKOSH","WI","54902-9998","Active","Owned","1441344","Y17792","Mail Processing","Processing and Distribution Center/Facility (PDC/PDF)","USPS Building, Const. by USPS","USPS Land, Not Prev. Leased","USPS","Yes","7/22/1974","99,432","247,156"," 2/5"
"102","Lakeland","566280-G04","566280","OSHKOSH","SOUTH CARRIER ANNEX","1900 VENTURE DR","WINNEBAGO","OSHKOSH","WI","54902-6108","Active","Owned","1441673","3990","Post Office","Carrier Annex (ANX)","USPS Building, Prev. Leased","USPS Land, Prev. Leased","USPS","Yes","10/1/1992","16,718","175,895"," 0/1"
"103","Lakeland","566350-G01","566350","PARK FALLS","MAIN OFFICE","109 1ST ST N","PRICE","PARK FALLS","WI","54552-9998","Active","Owned","1376797","Y17801","Post Office","Administrative Post Office (APO)","USPS Building, Transferred","USPS Land, Transferred","USPS","Yes","6/1/1937","16,821","13,688","1 2/9"
"104","Lakeland","566490-G02","566490","PEWAUKEE","CARRIER ANNEX","170 SIMMONS AVE","WAUKESHA","PEWAUKEE","WI","53072-9997","Active","Owned","1432819","978","Post Office","Carrier Annex (ANX)","USPS Building, Const. by USPS","USPS Land, Not Prev. Leased","USPS","Yes","3/1/2000","15,035","77,600"," 1/5"
"105","Lakeland","566510-G01","566510","PHILLIPS","MAIN OFFICE","194 N AVON AVE","PRICE","PHILLIPS","WI","54555-9998","Active","Owned","1377380","Y17819","Post Office","Administrative Post Office (APO)","USPS Building, Prev. Leased","USPS Land, Prev. Leased","USPS","No","9/1/1992","3,437","6,304"," 5/9"
"106","Lakeland","566600-G01","566600","PLATTEVILLE","MAIN OFFICE","85 S COURT ST","GRANT","PLATTEVILLE","WI","53818-9998","Active","Owned","1377757","Y17831","Post Office","Main Post Office","USPS Building, Transferred","USPS Land, Transferred","USPS","Yes","6/1/1911","6,785","12,927"," 1/2"
"107","Northland","566630-G01","566630","PLUM CITY","MAIN OFFICE","610 1ST ST","PIERCE","PLUM CITY","WI","54761-9003","Active","Owned","1377846","Y17836","Post Office","Remotely Managed Post Office (RMPO)","USPS Building, Not Prev. Leased","Land Data on separate record","USPS","No","12/1/1997","736","0",""
"108","Lakeland","566640-G01","566640","PLYMOUTH","MAIN OFFICE","302 E MAIN ST","SHEBOYGAN","PLYMOUTH","WI","53073-9998","Active","Owned","1377873","Y17838","Post Office","Administrative Post Office (APO)","USPS Building, Transferred","USPS Land, Transferred","USPS","Yes","6/1/1941","8,688","24,720"," 1/3"
"109","Lakeland","566700-G01","566700","PORT WASHINGTON","MAIN OFFICE","104 E MAIN ST","OZAUKEE","PORT WASHINGTON","WI","53074-9998","Active","Owned","1378123","Y17846","Post Office","Main Post Office","USPS Building, Transferred","USPS Land, Transferred","USPS","No","1/1/1938","6,375","14,583"," 4/9"
"110","Lakeland","566670-G01","566670","PORTAGE","MAIN OFFICE","215 W CONANT ST","COLUMBIA","PORTAGE","WI","53901-9997","Active","Owned","1378127","Y17849","Post Office","Administrative Post Office (APO)","USPS Building, Transferred","USPS Land, Transferred","USPS","Yes","6/1/1935","15,774","32,668"," 1/2"
"111","Lakeland","566670-G01","566670","PORTAGE","MAIN OFFICE","215 W CONANT ST","COLUMBIA","PORTAGE","WI","53901-9997","Active","Owned","1473686","17707","Post Office","Service Hub Facility (SHF)","USPS Building, Transferred","USPS Land, Transferred","USPS","Yes","6/1/1935","15,774","32,668"," 1/2"
"112","Lakeland","566790-G01","566790","PRAIRIE DU CHIEN","MAIN OFFICE","120 S BEAUMONT RD","CRAWFORD","PRAIRIE DU CHIEN","WI","53821-9998","Active","Owned","1378317","Y17860","Post Office","Administrative Post Office (APO)","USPS Building, Transferred","USPS Land, Transferred","USPS","Yes","6/1/1937","10,027","22,500"," 4/9"
"113","Lakeland","566870-G04","566871","RACINE","FOUR MILE RD STA","2635 4 MILE RD","RACINE","RACINE","WI","53404-9998","Active","Owned","1363914","Y18152","Post Office","Station","USPS Building, Const. by USPS","USPS Land, Not Prev. Leased","USPS","Yes","9/1/1998","33,000","193,690"," 1/6"
"114","Lakeland","566870-G01","566870","RACINE","MAIN OFFICE","603 MAIN ST","RACINE","RACINE","WI","53403-9998","Active","Owned","1438341","Y17874","Post Office","Main Post Office","USPS Building, Transferred","USPS Land, Transferred","USPS","Yes","6/1/1931","35,710","25,826","1 3/8"
"115","Lakeland","566870-G03","566872","RACINE","WEST RACINE STATION","1300 PERRY AVE","RACINE","RACINE","WI","53406-9998","Active","Owned","1438405","Y18293","Post Office","Station","USPS Building, Const. by USPS","USPS Land, Not Prev. Leased","USPS","Yes","6/1/1988","22,845","215,815"," 1/9"
"116","Lakeland","566950-G01","566950","REEDSBURG","MAIN OFFICE","215 N WALNUT ST","SAUK","REEDSBURG","WI","53959-9998","Active","Owned","1379024","Y17886","Post Office","Administrative Post Office (APO)","USPS Building, Transferred","USPS Land, Transferred","USPS","Yes","6/1/1938","7,370","21,120"," 1/3"
"117","Northland","567010-G01","567010","RICE LAKE","MAIN OFFICE","14 E EAU CLAIRE ST","BARRON","RICE LAKE","WI","54868-1746","Active","Owned","1379186","Y17897","Post Office","Administrative Post Office (APO)","USPS Building, Transferred","USPS Land, Transferred","USPS","Yes","5/1/1937","7,192","19,900"," 3/8"
"118","Lakeland","567030-G01","567030","RICHLAND CENTER","MAIN OFFICE","213 N CENTRAL AVE","RICHLAND","RICHLAND CENTER","WI","53581-9998","Active","Owned","1379226","Y17901","Post Office","Administrative Post Office (APO)","USPS Building, Transferred","USPS Land, Transferred","USPS","No","6/1/1936","6,280","13,200"," 1/2"
"119","Lakeland","567110-G01","567110","RIPON","MAIN OFFICE","220 BLACKBURN ST","FOND DU LAC","RIPON","WI","54971-9998","Active","Owned","1379405","Y17909","Post Office","Administrative Post Office (APO)","USPS Building, Transferred","USPS Land, Transferred","USPS","Yes","6/1/1924","15,088","40,500"," 3/8"
"120","Northland","567120-G01","567120","RIVER FALLS","MAIN OFFICE","208 N 2ND ST","PIERCE","RIVER FALLS","WI","54022-2321","Active","Owned","1379437","Y17910","Post Office","Main Post Office","USPS Building, Const. by USPS","USPS Land, Not Prev. Leased","USPS","No","8/1/1983","6,315","36,267"," 1/6"
"121","Northland","567200-G01","567200","ROCKLAND","MAIN OFFICE MODULAR","102 S COMMERCIAL ST","LA CROSSE","ROCKLAND","WI","54653-8002","Active","Owned","1379677","Y17919","Post Office","Remotely Managed Post Office (RMPO)","USPS Building, Not Prev. Leased","Land Data on separate record","USPS","No","","2,000","0",""
"122","Lakeland","567500-G01","567500","SHAWANO","MAIN OFFICE","235 S MAIN ST","SHAWANO","SHAWANO","WI","54166-9998","Active","Owned","1381376","Y17965","Post Office","Main Post Office","USPS Building, Transferred","USPS Land, Transferred","USPS","Yes","6/1/1938","7,886","26,650"," 2/7"
"123","Lakeland","567510-G01","567510","SHEBOYGAN","MAIN OFFICE","522 N 9TH ST","SHEBOYGAN","SHEBOYGAN","WI","53081-9998","Active","Owned","1381394","Y17966","Post Office","Main Post Office","USPS Building, Transferred","USPS Land, Transferred","USPS","Yes","6/1/1934","43,116","65,536"," 2/3"
"124","Lakeland","567720-G01","567720","SOUTH MILWAUKEE","MAIN OFFICE","2210 10TH AVE","MILWAUKEE","SOUTH MILWAUKEE","WI","53172-9998","Active","Owned","1382215","Y18006","Post Office","Main Post Office","USPS Building, Const. by USPS","USPS Land, Not Prev. Leased","USPS","Yes","6/1/1932","26,785","36,000"," 3/4"
"125","Northland","567750-G01","567750","SPARTA","MAIN OFFICE","123 W MAIN ST","MONROE","SPARTA","WI","54656-1758","Active","Owned","1382437","Y18010","Post Office","Administrative Post Office (APO)","USPS Building, Transferred","USPS Land, Transferred","USPS","No","6/1/1914","7,276","18,000"," 2/5"
"126","Lakeland","567810-G01","567810","SPRINGFIELD","MAIN POST OFFICE","7210 SPRINGFIELD RD","WALWORTH","SPRINGFIELD","WI","53176-9800","Active","Owned","1382586","Y18021","Post Office","Remotely Managed Post Office (RMPO)","USPS Building, Const. by USPS","Land Data on separate record","USPS","No","10/1/2000","661","0",""
"127","Lakeland","567330-G01","567330","ST NAZIANZ","MAIN POST OFFICE MODULAR","106 E BIRCH ST","MANITOWOC","SAINT NAZIANZ","WI","54232-9800","Active","Owned","1380423","Y17937","Post Office","Remotely Managed Post Office (RMPO)","USPS Building, Const. by USPS","Land Data on separate record","USPS","No","9/1/1998","675","0",""
"128","Lakeland","567970-G04","567970","STOUGHTON","CARRIER ANNEX","541 BUSINESS PARK CIR","DANE","STOUGHTON","WI","53589-5300","Active","Owned","1432882","1186","Post Office","Carrier Annex (ANX)","USPS Building, Const. by USPS","USPS Land, Not Prev. Leased","USPS","Yes","7/1/2000","6,213","98,600"," 0/1"
"129","Lakeland","567970-G01","567970","STOUGHTON","MAIN OFFICE","246 E MAIN ST","DANE","STOUGHTON","WI","53589-9998","Active","Owned","1383701","Y18172","Post Office","Main Post Office","USPS Building, Transferred","USPS Land, Transferred","USPS","Yes","6/1/1938","8,460","26,136"," 1/3"
"130","Lakeland","568010-G01","568010","STURGEON BAY","MAIN OFFICE","359 LOUISIANA ST","DOOR","STURGEON BAY","WI","54235-9998","Active","Owned","1383802","Y18175","Post Office","Main Post Office","USPS Building, Transferred","USPS Land, Transferred","USPS","Yes","6/1/1938","14,484","27,065"," 5/9"
"131","Lakeland","568060-G03","568060","SUMMIT LAKE","MAIN OFFICE MODULAR","N9575 COUNTY ROAD B","LANGLADE","SUMMIT LAKE","WI","54485-9800","Active","Owned","1383925","Y18181","Post Office","Remotely Managed Post Office (RMPO)","USPS Building, Not Prev. Leased","Land Data on separate record","USPS","No","10/22/2008","675","3,752"," 1/6"
"132","Lakeland","568070-G01","568070","SUN PRAIRIE","MAIN OFFICE","1715 LINNERUD DR","DANE","SUN PRAIRIE","WI","53590-9998","Active","Owned","1383964","Y18182","Post Office","Main Post Office","USPS Building, Const. by USPS","USPS Land, Not Prev. Leased","USPS","Yes","8/1/1996","19,470","120,000"," 1/6"
"133","Northland","568080-G02","568080","SUPERIOR","MAIN OFFICE","805 BELKNAP ST","DOUGLAS","SUPERIOR","WI","54880-2907","Active","Owned","1384033","Y18184","Post Office","Administrative Post Office (APO)","USPS Building, Const. by USPS","USPS Land, Not Prev. Leased","USPS","Yes","11/1/1981","13,908","76,800"," 1/6"
"134","Lakeland","568140-G01","568140","THIENSVILLE","MAIN OFFICE","124 W FREISTADT RD","OZAUKEE","THIENSVILLE","WI","53092-9998","Active","Owned","1384546","Y18196","Post Office","Main Post Office","USPS Building, Const. by USPS","USPS Land, Not Prev. Leased","USPS","Yes","9/1/1978","8,323","100,464"," 0/1"
"135","Northland","568230-G02","568230","TOMAH","MAIN OFFICE","1000 N SUPERIOR AVE","MONROE","TOMAH","WI","54660-1124","Active","Owned","1384792","Y18206","Post Office","Administrative Post Office (APO)","USPS Building, Const. by USPS","USPS Land, Not Prev. Leased","USPS","Yes","10/1/1996","9,361","110,130"," 0/1"
"136","Lakeland","568370-G01","568370","TWO RIVERS","MAIN OFFICE","1516 18TH ST","MANITOWOC","TWO RIVERS","WI","54241-9998","Active","Owned","1385266","Y18225","Post Office","Main Post Office","USPS Building, Transferred","USPS Land, Transferred","USPS","Yes","6/1/1933","18,700","28,000"," 2/3"
"137","Northland","568500-G01","568500","VIROQUA","MAIN OFFICE","119 E JEFFERSON ST","VERNON","VIROQUA","WI","54665-1614","Active","Owned","1386053","Y18245","Post Office","Administrative Post Office (APO)","USPS Building, Transferred","USPS Land, Transferred","USPS","Yes","6/1/1940","8,401","17,400"," 1/2"
"138","Lakeland","568620-G01","568620","WATERTOWN","MAIN POST OFFICE","411 DODGE STREET","JEFFERSON","WATERTOWN","WI","53094-9998","Active","Owned","1386613","Y18266","Post Office","Administrative Post Office (APO)","USPS Building, Prev. Leased","USPS Land, Prev. Leased","USPS","No","6/1/1962","10,182","43,211"," 2/9"
"139","Lakeland","568640-G01","568641","WAUKESHA","NEW BERLIN BRANCH","15300 W HOWARD AVE","WAUKESHA","NEW BERLIN","WI","53151-9998","Active","Owned","1438335","Y17734","Post Office","Branch","USPS Building, Const. by USPS","USPS Land, Not Prev. Leased","USPS","Yes","2/1/1997","20,835","193,037"," 1/9"
"140","Lakeland","568670-G01","568670","WAUPACA","MAIN OFFICE","306 S MAIN ST","WAUPACA","WAUPACA","WI","54981-9998","Active","Owned","1386678","Y18272","Post Office","Administrative Post Office (APO)","USPS Building, Transferred","USPS Land, Transferred","USPS","Yes","11/1/1989","9,174","21,450"," 3/7"
"141","Lakeland","568680-G01","568680","WAUPUN","MAIN OFFICE","400 E FRANKLIN ST","FOND DU LAC","WAUPUN","WI","53963-9998","Active","Owned","1386679","Y18273","Post Office","Administrative Post Office (APO)","USPS Building, Transferred","USPS Land, Transferred","USPS","No","6/1/1933","7,993","21,780"," 3/8"
"142","Lakeland","568696-G02","568696","WAUSAU","MAIN OFFICE","235 FOREST ST","MARATHON","WAUSAU","WI","54403-9998","Active","Owned","1438401","Y18275","Post Office","Administrative Post Office (APO)","USPS Building, Prev. Leased","USPS Land, Prev. Leased","USPS","Yes","4/1/1969","59,092","145,490"," 2/5"
"143","Lakeland","568696-G03","568696","WAUSAU","P&DF","400 CRESKE AVE","MARATHON","ROTHSCHILD","WI","54474-7955","Active","Owned","1441348","Y18274","Mail Processing","Processing and Distribution Center/Facility (PDC/PDF)","USPS Building, Const. by USPS","USPS Land, Not Prev. Leased","USPS","Yes","6/1/1997","55,709","372,294"," 1/7"
"144","Lakeland","568696-G03","568696","WAUSAU","P&DF","400 CRESKE AVE","MARATHON","ROTHSCHILD","WI","54474-7955","Active","Owned","1472117","17391","Post Office","Service Hub Facility (SHF)","USPS Building, Const. by USPS","USPS Land, Not Prev. Leased","USPS","Yes","6/1/1997","55,709","372,294"," 1/7"
"145","Lakeland","568770-G01","568770","WEST BEND","MAIN OFFICE","607 ELM ST","WASHINGTON","WEST BEND","WI","53095-9998","Active","Owned","1386953","Y18288","Post Office","Main Post Office","USPS Building, Transferred","USPS Land, Transferred","USPS","Yes","10/1/1936","25,912","36,000"," 5/7"
"146","Lakeland","568930-G01","568930","WHITEWATER","MAIN OFFICE","213 W CENTER ST","WALWORTH","WHITEWATER","WI","53190-1911","Active","Owned","1387592","Y18311","Post Office","Administrative Post Office (APO)","USPS Building, Transferred","USPS Land, Transferred","USPS","No","6/1/1936","5,806","17,993"," 1/3"
"147","Northland","568990-G01","568990","WILSON, WI","MAIN OFFICE","120 LAPOINTE RD S","ST. CROIX","WILSON","WI","54027-3945","Active","Owned","1438406","Y18324","Post Office","Remotely Managed Post Office (RMPO)","USPS Building, Not Prev. Leased","Land Data on separate record","USPS","No","8/22/1995","480","0",""
"148","Lakeland","569070-G01","569070","WISCONSIN DELLS","MAIN OFFICE","310 MINNESOTA AVE","COLUMBIA","WISCONSIN DELLS","WI","53965-9998","Active","Owned","1388074","Y18334","Post Office","Administrative Post Office (APO)","USPS Building, Const. by USPS","USPS Land, Not Prev. Leased","USPS","No","12/1/1981","4,167","21,907"," 1/5"
"149","Lakeland","569080-G01","569080","WISCONSIN RAPIDS","MAIN OFFICE","320 E GRAND AVE","WOOD","WISCONSIN RAPIDS","WI","54494-9998","Active","Owned","1388075","Y18340","Post Office","Administrative Post Office (APO)","USPS Building, Transferred","USPS Land, Transferred","USPS","Yes","6/1/1933","22,725","42,803"," 5/9"
"150","Lakeland","569260-G01","569260","ZENDA","MO TRAILER-Do Not  Use","","WALWORTH","ZENDA","WI","53195-9998","Active","Owned","1388581","Y18365","Post Office","Remotely Managed Post Office (RMPO)","USPS Personal Property","Land Data on separate record","USPS","No","","460","0",""
"151","Total","","","","","","","","","","","","","","","","","","","","","3,157,439","11,557,508","--"
"152","Count","","","","","","","","","","","","","","","","","","","","","147","147","147"
