"","Leased.Facility.Inventory.Report","X","X.1","X.2","X.3","X.4","X.5","X.6","X.7","X.8","X.9","X.10","X.11","X.12","X.13","X.14","X.15","X.16","X.17","X.18","X.19","X.20","X.21","X.22","X.23","X.24","X.25","X.26","X.27","X.28","X.29","X.30"
"200","Northern Ohio","KILLBUCK","MAIN OFFICE","384074001","182 W FRONT ST","KILLBUCK","OH","44637-9800","May-55","Landlord","12/1/2014","11/30/2019","P","P","None Specified","","1","5","JOSHUA J NEPTUNE","JOY NEPTUNE","32440 TOWNSHIP ROAD 330","","KILLBUCK","OH","446379643","","1,500","11,500","$11,220.00 ","$7.48 ","$12,360.00 ","$8.24 "
"201","Northern Ohio","KINGSVILLE","MAIN OFFICE","384109001","3110 W MAIN ST","KINGSVILLE","OH","44048-9817","Mar-55","Landlord","8/1/2014","7/31/2019","P","P","None Specified","N","","","3110 W MAIN ST LLC","5834 STATE ROUTE 193","","","KINGSVILLE","OH","440489794","","1,824","6,494","$13,020.00 ","$7.14 ","$0.00 ","$0.00 "
"202","Northern Ohio","KINSMAN","MAIN OFFICE","384116001","8289 STATE ST","KINSMAN","OH","44428-9800","Jan-67","Landlord","9/1/2012","8/31/2017","P","P","None Specified","","","","MARY B SWIFT","7187 SANDHILLS PLACE","","","LAKEWOOD RANCH","FL","342022597","","2,464","19,800","$18,000.00 ","$7.31 ","$23,285.00 ","$9.45 "
"203","Northern Ohio","KIPTON","MAIN OFFICE","384130001","206 STATE ST","KIPTON","OH","44049-9800","Feb-55","Landlord","2/1/2014","1/31/2019","P","P","None Specified","","","","NELSINE P MEILANDER","AND OR YARONN KREISE","PO BOX 77","","KIPTON","OH","440490077","","520","520","$5,715.00 ","$10.99 ","$0.00 ","$0.00 "
"204","Northern Ohio","KUNKLE","MAIN OFFICE","384158002","104 E ANGOLA ST","KUNKLE","OH","43531-9998","May-79","Landlord","5/1/2014","4/30/2019","A","A","None Specified","","","","KENT R DICKINSON","17477 COUNTY RD M","","","WEST UNITY","OH","435709781","","338","954","$3,600.00 ","$10.65 ","$0.00 ","$0.00 "
"205","Northern Ohio","LACARNE","MAIN OFFICE","384172003","89 N MONROE ST","LACARNE","OH","43439-9998","Jun-86","USPS","2/1/2015","1/31/2020","A","A","Reimbursable","Y","","","FDI POSTAL PROPERTIES II INC","PO BOX 659","","","MOUNT AIRY","MD","217710659","","661","6,011","$7,008.00 ","$10.60 ","$0.00 ","$0.00 "
"206","Northern Ohio","LAFFERTY","MAIN OFFICE","384193001","43126 MOUNT HOPE RD","LAFFERTY","OH","43951-9997","Mar-65","USPS","3/1/2015","2/29/2020","P","P","","","","","JANICE L ST CLAIR","25727 TOBACCO RD","","","FREEPORT","OH","439738615","","822","3,462","$6,210.00 ","$7.55 ","$0.00 ","$0.00 "
"207","Northern Ohio","LAGRANGE","MAIN OFFICE","384200001","112 PUBLIC SQ","LAGRANGE","OH","44050-9840","Mar-64","Landlord","3/1/2012","2/28/2017","P","P","None Specified","","1","5","OLD PANTHER LLC","321 LAKE AVE","","","ELYRIA","OH","440354903","","1,798","1,833","$12,804.00 ","$7.12 ","$14,220.00 ","$7.91 "
"208","Northern Ohio","LAKE MILTON","MAIN OFFICE","384214001","17839 MAHONING AVE","LAKE MILTON","OH","44429-9800","Feb-67","Landlord","5/1/2015","4/30/2020","P","P","None Specified","N","","","ISHAM A JUDEH","PO BOX 206","","","LAKE MILTON","OH","444290206","","2,300","20,000","$16,332.00 ","$7.10 ","$0.00 ","$0.00 "
"209","Northern Ohio","LAKEMORE","MAIN OFFICE","384221002","1370 MAIN ST","LAKEMORE","OH","44250-9800","Nov-79","Landlord","12/1/2014","11/30/2019","B","B","Reimbursable","","","","BUDDIE FAMILY PROPERTIES LLC","C/O JEANNE VICKERS","10140 WEATHERSFIELD DR","","MENTOR","OH","440606849","","1,920","23,700","$17,760.00 ","$9.25 ","$0.00 ","$0.00 "
"210","Northern Ohio","LAKESIDE MARBLEHEAD","MAIN OFFICE","384230001","1306 W MAIN ST","LAKESIDE MARBLEHEAD","OH","43440-2024","Dec-64","USPS","12/1/2014","11/30/2019","P","P","Reimbursable","","","","LORI RODMAN","DBA LETTER RIP LLC","1191 RIVER RD","","OSTRANDER","OH","430619720","","3,355","25,264","$35,227.00 ","$10.50 ","$0.00 ","$0.00 "
"211","Northern Ohio","LAKEVILLE","MAIN OFFICE","384242001","13989 STATE ROUTE 226","LAKEVILLE","OH","44638-9998","Mar-55","Landlord","4/1/2012","3/31/2017","P","P","None Specified","","","","DONALD R MACKEY AND","E KATHRYN MACKEY","8786 STATE ROUTE 179","","LAKEVILLE","OH","446389753","","536","1,736","$3,300.00 ","$6.16 ","$0.00 ","$0.00 "
"212","Northern Ohio","LANSING","MAIN OFFICE","384277001","55157 NATIONAL RD","LANSING","OH","43934-9997","Jun-53","Landlord","1/1/2015","12/31/2019","B","B","None Specified","","","","EVELYN D PICCIN","55163 NATIONAL RD","PO BOX 362","","LANSING","OH","439340362","","559","709","$6,050.00 ","$10.82 ","$0.00 ","$0.00 "
"213","Northern Ohio","LATTY","MAIN OFFICE","384305001","380 2ND ST","LATTY","OH","45855-9998","Oct-61","Landlord","10/16/2012","10/15/2017","A","A","None Specified","","","","MER-CAR CORP","1410 S CLINTON ST","","","CHICAGO","IL","606075102","","1,096","3,500","$6,420.00 ","$5.86 ","$0.00 ","$0.00 "
"214","Northern Ohio","LEAVITTSBURG","MAIN OFFICE","384340002","3825 W MARKET ST","LEAVITTSBURG","OH","44430-9800","Dec-97","Shared","12/11/1997","12/10/2017","A","A","None Specified","Y","3","15","PIG II LLC","ATTN BARBARA BAUM","9001 ROE AVE","","PRAIRIE VILLAGE","KS","662072202","","3,062","43,560","$49,900.00 ","$16.30 ","$56,611.59 ","$18.49 "
"215","Northern Ohio","LEESVILLE","MAIN OFFICE LAND","384375002","GREEN ST","LEESVILLE","OH","44639-9998","","USPS","7/1/1996","6/30/2016","X","Z","None Specified","","","","ROBERT HIGGINS","1389 S YORK ROAD","","","ALEXANDRIA","OH","430018724","","0","27,000","$2,700.00 ","$0.10 ","$3,000.00 ","$0.11 "
"216","Northern Ohio","LEIPSIC","MAIN OFFICE","384389001","321 S BELMORE ST","LEIPSIC","OH","45856-9998","Nov-54","USPS (Not Roof)","11/1/2011","10/31/2016","P","P","Reimbursable","","","","PAUL F DULING","AND/ OR JANET M DULING","6628 ROAD J6","","OTTAWA","OH","458759737","","2,407","9,589","$16,200.00 ","$6.73 ","$18,630.00 ","$7.74 "
"217","Northern Ohio","LEIPSIC PARKING","MAIN OFFICE","384389002","333 S BELMORE ST","LEIPSIC","OH","45856-9998","","Landlord","9/1/2014","8/31/2016","X","Z","None Specified","","","","PAUL F DULING","6628 ROAD J6","","","OTTAWA","OH","458759737","","0","0","$7,200.00 ","$0.00 ","$7,200.00 ","$0.00 "
"218","Northern Ohio","LEMOYNE","MAIN OFFICE","384403003","3930 FREMONT PIKE","LEMOYNE","OH","43441-9998","Oct-85","USPS","2/1/2015","1/31/2020","A","A","Reimbursable","Y","","","FDI POSTAL PROPERTIES II INC","PO BOX 659","","","MOUNT AIRY","MD","217710659","","1,168","30,056","$11,977.00 ","$10.25 ","$0.00 ","$0.00 "
"219","Northern Ohio","LIBERTY CENTER","MAIN OFFICE","384466001","109 EAST ST","LIBERTY CENTER","OH","43532-9998","Dec-60","USPS","12/1/2011","11/30/2016","P","P","None Specified","N","","","LIBERTY CENTER LODGE NO 518 F & AM","PO BOX 415","","","LIBERTY CENTER","OH","435320415","","1,570","3,101","$4,800.00 ","$3.06 ","$5,700.00 ","$3.63 "
"220","Northern Ohio","LIMA","CRIDERSVILLE BR","384480001","111 E MAIN ST","CRIDERSVILLE","OH","45806-9998","Dec-63","USPS","12/1/2013","11/30/2018","P","P","Reimbursable","","","","POSTAL BUILDING & LEASING CO","720 OLIVE ST STE 1630","","","SAINT LOUIS","MO","631012321","","2,394","7,500","$15,870.00 ","$6.63 ","$0.00 ","$0.00 "
"221","Northern Ohio","LIMA","ELIDA BR","384480002","304 E MAIN ST","ELIDA","OH","45807-9998","Jun-67","Landlord","6/1/2015","5/31/2020","P","P","None Specified","","1","5","J LEONARD SPODEK","C/O NATIONWIDE POSTAL MANAGEMENT","123 GROVE AVE STE 222","","CEDARHURST","NY","115162302","","2,584","12,600","$25,840.00 ","$10.00 ","$27,778.00 ","$10.75 "
"222","Northern Ohio","LIMA","MAIN OFFICE ADDL PARKING","384480008","CORNER OF PIERCE AND NORTH ST","LIMA","OH","45801-9998","","Landlord","7/15/2014","7/14/2019","X","Z","None Specified","","1","5","MISAN CORPORATION","C/O MIKE KINKLE","1606 TANGLEWOOD LANE","","LIMA","OH","458053717","","0","10,000","$16,560.00 ","$1.66 ","$18,216.00 ","$1.82 "
"223","Northern Ohio","LIMA MAIN OFFICE PARKING","LIMA MPO TEMP PARKING","384480009","CORNER OF W HIGH ST AND N PIERCE ST","LIMA","OH","45801-9998","","Landlord","9/23/2011","9/22/2016","Q","Z","","","","","BELLMAN PROPERTIES LLC","833 N AGNER ST","PO BOX 225","","OTTAWA","OH","458750225","","0","0","$7,200.00 ","$0.00 ","$7,920.00 ","$0.00 "
"224","Northern Ohio","LIMAVILLE","MAIN OFFICE (TRAILER)","384487002","25 E MAIN ST","LIMAVILLE","OH","44640-9800","Sep-77","USPS","12/1/2014","11/30/2019","Y","Z","None Specified","","1","5","EILEEN M SHUSTER","800 S 15TH ST APT 3213","","","SEBRING","OH","446722042","","0","21,600","$2,468.00 ","$0.11 ","$2,715.00 ","$0.13 "
"225","Northern Ohio","LINDSEY","MAIN OFFICE","384501002","224 S MAIN ST","LINDSEY","OH","43442-9998","Feb-81","USPS","2/17/2016","2/16/2021","P","P","None Specified","","1","5","KATHY S SPANFELLNER","26407 LOSH RD","","","DANVILLE","OH","430140001","","1,229","1,829","$9,000.00 ","$7.32 ","$9,450.00 ","$7.69 "
"226","Northern Ohio","LORAIN","MPO Retail Station","384592003","439 W 4TH ST","LORAIN","OH","44052-1644","","USPS","12/1/2010","11/30/2020","P","P","Percentage","N","2","10","DOWNTOWN COMMONS, LLC","300 BROADWAY, STE 202","","","LORAIN","OH","440521639","","3,000","70,000","$31,200.00 ","$10.40 ","$40,560.00 ","$13.52 "
"227","Northern Ohio","LOWELLVILLE","MAIN OFFICE","384634001","10 E LIBERTY ST","LOWELLVILLE","OH","44436-9998","Jun-56","Landlord","6/1/2012","5/31/2017","P","P","Reimbursable","","","","ALFRED A RUSSO","5645 CLINGAN RD UNIT 25C","","","STRUTHERS","OH","444713145","","1,795","2,655","$11,400.00 ","$6.35 ","$0.00 ","$0.00 "
"228","Northern Ohio","LUCAS","MAIN OFFICE","384648001","36 W MAIN ST","LUCAS","OH","44843-9800","Feb-55","Landlord","4/1/2014","3/31/2019","P","P","None Specified","","","","MONROE TOWNSHIP BOARD","OF TRUSTEES","PO BOX 503","","LUCAS","OH","448430503","","1,582","3,000","$7,320.00 ","$4.63 ","$0.00 ","$0.00 "
"229","Northern Ohio","LUCKEY","MAIN OFFICE","384662002","248 MAIN ST","LUCKEY","OH","43443-9998","Jun-76","Landlord","1/1/2012","12/31/2016","P","P","None Specified","N","","","ROBERT M HICKOK","AND BETH L HICKOK","PO BOX 56","","LUCKEY","OH","434430056","","2,000","2,000","$15,000.00 ","$7.50 ","$15,750.00 ","$7.88 "
"230","Northern Ohio","LYONS","MAIN OFFICE","384697001","105 N ADRIAN ST","LYONS","OH","43533-9998","Oct-51","Landlord","5/1/2013","4/30/2018","P","P","None Specified","","2","10","TREASURER","I O O F LODGE 622","PO BOX 216","","LYONS","OH","435330216","","1,473","1,503","$7,113.21 ","$4.83 ","$7,540.00 ","$5.12 "
"231","Northern Ohio","MAGNOLIA","MAIN OFFICE","384809001","155 CANAL ST","MAGNOLIA","OH","44643-9800","Dec-66","Landlord","12/1/2014","11/30/2019","A","A","Reimbursable","","","","CAROL S HYSONG","6976 STATE ROUTE 183","P O BOX 103","","MAGNOLIA","OH","446430103","","2,344","5,847","$17,180.00 ","$7.33 ","$0.00 ","$0.00 "
"232","Northern Ohio","MALINTA","MAIN OFFICE","384823001","110 N TURKEYFOOT AVE","MALINTA","OH","43535-9998","Apr-67","Shared","4/1/2012","3/31/2017","P","P","None Specified","","","","THE HENRY COUNTY BANK","122 E WASHINGTON ST","","","NAPOLEON","OH","435451646","","1,140","3,812","$2,700.00 ","$2.37 ","$0.00 ","$0.00 "
"233","Northern Ohio","MANSFIELD","LEXINGTON BRANCH","384851009","24 SHORT ST","LEXINGTON","OH","44904-9998","Oct-90","USPS","10/1/2015","9/30/2020","P","P","Reimbursable","","","","SUSAN M ABRAHAM","10227 IGNATIUS AVE","","","CLEVELAND","OH","441112808","","2,699","10,402","$16,320.00 ","$6.05 ","$0.00 ","$0.00 "
"234","Northern Ohio","MANSFIELD","SHERMAN STA","384851004","1343 PARK AVE W","MANSFIELD","OH","44906-9998","Jun-57","Landlord","6/1/2012","5/31/2017","P","P","Percentage","","","","SHERITT LLC","NED HEYDINGER","DEBRA HEYDINGER","6260 WAYNESBURG TIRO RD","TIRO","OH","448879722","","2,544","11,396","$21,000.00 ","$8.25 ","$22,680.00 ","$8.92 "
"235","Northern Ohio","MANSFIELD","SOUTHWEST FINANCE ST","384851007","672 1/2 LOGAN RD","MANSFIELD","OH","44907-9998","Dec-75","USPS","12/16/2015","12/15/2020","P","P","None Specified","","","","THE BUCKEYE LAND CO","PO BOX 3568","","","MANSFIELD","OH","449070568","","1,921","6,721","$21,132.00 ","$11.00 ","$0.00 ","$0.00 "
"236","Northern Ohio","MANSFIELD  OH","ONTARIO TOWER","512756341","3777 PARK AVE W (SR 430)","MANSFIELD","OH","44862-3000","","Landlord","9/1/2015","8/31/2020","X","Z","None Specified","","2","10","SUBCARRIER","COMMUNICATIONS INC","139 WHITE OAK LANE","","OLD BRIDGE","NJ","88571945","","0","18","$6,300.00 ","$350.00 ","$6,489.00 ","$360.50 "
"237","Northern Ohio","MARIA STEIN","MAIN OFFICE","384900001","8629 STATE ROUTE 119","MARIA STEIN","OH","45860-9998","Feb-62","USPS (Not Roof)","10/14/2012","10/13/2017","P","P","Reimbursable","","","","JOHN R BERNING","JULIA E BERNING","1717 STATE ROUTE 716","","MARIA STEIN","OH","458608713","","771","5,089","$4,800.00 ","$6.23 ","$0.00 ","$0.00 "
"238","Northern Ohio","MARK CENTER","MAIN OFFICE","384921001","10577 FARMER MARK RD","MARK CENTER","OH","43536-9998","Feb-74","USPS (Not Roof)","2/1/2013","1/31/2018","B","B","None Specified","","","","HEDGES PROPERTIES INC","6 WHITE CAP CT","","","SALEM","SC","296764317","","900","3,000","$5,850.00 ","$6.50 ","$0.00 ","$0.00 "
"239","Northern Ohio","MARSHALLVILLE","MAIN OFFICE","384935001","3 N MAIN ST","MARSHALLVILLE","OH","44645-9801","Feb-55","Landlord","9/1/2014","8/31/2019","P","P","None Specified","","","","KAEMCA ENTERPRISES LLC","C/O KEITH HOSTETLER","13663 SEBE DR","","MARSHALLVILLE","OH","446459767","","640","2,500","$5,220.00 ","$8.16 ","$0.00 ","$0.00 "
"240","Northern Ohio","MARTIN","MAIN OFFICE","384949001","2918 1ST ST","MARTIN","OH","43445-9998","Jan-55","Landlord","1/1/2012","","P","P","None Specified","","","","LEE R YACKEE","2897 N 1ST ST","","","MARTIN","OH","434459747","","367","367","$5,220.00 ","$14.22 ","$0.00 ","$0.00 "
"241","Northern Ohio","MASSILLON","MAIN OFFICE","384991002","333 ERIE ST S","MASSILLON","OH","44646-9998","Aug-70","Shared","8/1/2015","7/31/2020","B","B","None Specified","","","","P O INVESTMENTS","DANIEL S CONNELLY","MANAGING PARTNER","2283 FAIRVIEW ROAD APT 237","COSTA MESA","CA","926275621","","29,524","78,154","$79,672.00 ","$2.70 ","$0.00 ","$0.00 "
"242","Northern Ohio","MASURY","MAIN OFFICE","384998001","7835 ELM ST","MASURY","OH","44438-9998","Aug-60","Landlord","9/1/2015","8/31/2020","P","P","None Specified","N","","","FIRST INC","PO BOX 997","","","CLARKSDALE","MS","386140997","","2,610","6,604","$18,816.00 ","$7.21 ","$0.00 ","$0.00 "
"243","Northern Ohio","MAYNARD","MAIN OFFICE","385026901","71480 HALL ST","MAYNARD","OH","43937-9800","Sep-04","Landlord","9/20/2004","","D","D","None Specified","N","","","MAYNARD UNITED METHODIST CHURCH","PO BOX 82","","","MAYNARD","OH","439370082","","400","400","$4,800.00 ","$12.00 ","$0.00 ","$0.00 "
"244","Northern Ohio","MC CUTCHENVILLE","MAIN OFFICE","384739001","172 STATE HIGHWAY 53 N","MC CUTCHENVILLE","OH","44844-9800","Mar-55","Landlord","10/1/2012","9/30/2017","P","P","None Specified","N","","","JUDITH R VON BLON","627 STATE HIGHWAY 53 N","","","MC CUTCHENVILLE","OH","448449709","","388","694","$3,240.00 ","$8.35 ","$0.00 ","$0.00 "
"245","Northern Ohio","MC DONALD","MAIN OFFICE","384753001","500 OHIO AVE","MC DONALD","OH","44437-9998","Apr-63","USPS (Not Roof)","4/15/2013","4/14/2018","P","P","None Specified","","","","VILLAGE OF MCDONALD","MUNICIPAL BUILDING","451 OHIO AVE","","MCDONALD","OH","444371955","","2,228","3,909","$18,660.00 ","$8.38 ","$19,228.00 ","$8.63 "
"246","Northern Ohio","MC GUFFEY","MAIN OFFICE","384760001","402 COURTRIGHT ST","MC GUFFEY","OH","45859-9998","Jan-72","Landlord","9/1/2014","8/31/2019","A","A","None Specified","","2","10","VILLAGE OF MC GUFFEY","PO BOX 304","","","MC GUFFEY","OH","458590304","","478","2,000","$7,000.00 ","$14.64 ","$8,000.00 ","$16.74 "
"247","Northern Ohio","MCCLURE","MAIN OFFICE","384711001","232 S EAST ST","MC CLURE","OH","43534-9998","Sep-59","Landlord","7/1/2012","6/30/2017","P","P","None Specified","","","","ROBERTS-MCMILLEN","AMERICAN LEGION POST NO. 332","PO BOX 288","","MCCLURE","OH","435340288","","768","-6,504","$5,100.00 ","$6.64 ","$0.00 ","$0.00 "
"248","Northern Ohio","MCCOMB","MAIN OFFICE","384718001","116 W SOUTH ST","MC COMB","OH","45858-9998","Nov-69","Landlord","12/1/2014","11/30/2019","A","A","Reimbursable","","","","NATIONWIDE POSTAL MANAGEMENT","J LEONARD SPODEK","123 GROVE AVE STE 222","","CEDARHURST","NY","115162302","","3,071","12,900","$26,103.00 ","$8.50 ","$0.00 ","$0.00 "
"249","Northern Ohio","MECHANICSTOWN","MAIN OFFICE","385040002","7077 SALINEVILLE RD NE","MECHANICSTOWN","OH","44651-9800","Dec-74","USPS","10/1/2013","9/30/2018","P","Z","None Specified","","","","ELLEN A KASER","ARTHUR B KASER","PO BOX 66","","MECHANICSTOWN","OH","446510066","","780","5,825","$3,300.00 ","$4.23 ","$0.00 ","$0.00 "
"250","Northern Ohio","MELROSE","MAIN OFFICE","385075001","519 STATE ST","MELROSE","OH","45861-9998","May-70","Landlord","4/15/2013","4/14/2018","P","P","None Specified","","","","DEWEY E BAUGHMAN","PENNIE L BAUGHMAN","6787 ROAD 177","","OAKWOOD","OH","458739422","","385","385","$4,200.00 ","$10.91 ","$0.00 ","$0.00 "
"251","Northern Ohio","MENDON","MAIN OFFICE","385089001","113 N MAIN ST","MENDON","OH","45862-9998","Jan-82","USPS","1/1/2013","12/31/2017","P","P","Reimbursable","","","","LAWRENCE M MAGDOVITZ","PO BOX 997","","","CLARKSDALE","MS","386140997","","1,072","3,052","$8,400.00 ","$7.84 ","$0.00 ","$0.00 "
"252","Northern Ohio","MESOPOTAMIA","MAIN OFFICE","385124001","4370 KINSMAN RD","MESOPOTAMIA","OH","44439-9800","Mar-55","Landlord","1/1/2014","12/31/2018","P","P","None Specified","N","1","5","J CEMPS LTD","PO BOX 230","","","MESOPOTAMIA","OH","444390230","","480","1,536","$7,260.00 ","$15.13 ","$8,000.00 ","$16.67 "
"253","Northern Ohio","METAMORA","MAIN OFFICE","385131001","107 W MAIN ST","METAMORA","OH","43540-9998","Apr-52","USPS","6/1/2015","5/31/2020","P","P","Reimbursable","","","","DEERFIELD R/E INVESTMENTS LLC","PO BOX 710","","","SOMERSET","OH","437830710","","914","1,354","$7,495.00 ","$8.20 ","$0.00 ","$0.00 "
"254","Northern Ohio","MIDDLEBRANCH","MAIN OFFICE","385166001","7940 MIDDLEBRANCH AVE","MIDDLEBRANCH","OH","44652-9800","Jun-69","Landlord","7/1/2012","6/30/2017","P","P","Reimbursable","N","","","LINDA L PRIBULA","5424 DUEBER AVE SW","","","CANTON","OH","447064266","","864","22,960","$7,080.00 ","$8.19 ","$0.00 ","$0.00 "
"255","Northern Ohio","MIDDLEFIELD","MAIN OFFICE","385180001","15993 E HIGH ST","MIDDLEFIELD","OH","44062-9800","Jun-61","Landlord","6/1/2011","5/31/2016","P","P","Reimbursable","N","","","MARTEN MERRYFIELD JR","AND HOPE MERRYFIELD","PO BOX 847","","MIDDLEFIELD","OH","440620596","","4,750","27,406","$38,160.00 ","$8.03 ","$41,000.00 ","$8.63 "
"256","Northern Ohio","MIDVALE","MAIN OFFICE","385215001","3096 BARNHILL RD","MIDVALE","OH","44653-9800","Aug-61","Landlord","8/7/2013","8/6/2018","P","P","None Specified","","1","5","ALBERT F DEMATTIO","AND KAY D DEMATTIO","165 25TH ST SE","","NEW PHILADELPHIA","OH","446633319","","1,014","3,054","$8,112.00 ","$8.00 ","$8,619.00 ","$8.50 "
"257","Northern Ohio","MILAN","MAIN OFFICE","385222001","11 E CHURCH ST","MILAN","OH","44846-9801","Oct-68","Landlord","11/1/2013","10/31/2018","A","A","Reimbursable","","","","J LEONARD SPODEK","123 GROVE AVE STE 222","","","CEDARHURST","NY","115162302","","2,284","10,312","$20,556.00 ","$9.00 ","$0.00 ","$0.00 "
"258","Northern Ohio","MILLER CITY","MAIN OFFICE","385264002","108 S MAIN ST","MILLER CITY","OH","45864-9998","Aug-90","Landlord","8/1/2015","7/31/2020","P","P","None Specified","","","","KAHLE AND VERHOFF","CONSTRUCTION","PO BOX 100","","MILLER CITY","OH","458640100","","500","2,300","$4,500.00 ","$9.00 ","$0.00 ","$0.00 "
"259","Northern Ohio","MINERAL CITY","MAIN OFFICE","385313001","8618 N HIGH ST","MINERAL CITY","OH","44656-9800","Jun-62","USPS","11/21/2012","11/20/2017","P","P","Reimbursable","","1","5","LINDA L PRIBULA","5424 DUEBER AVE SW","","","CANTON","OH","447064266","","1,839","6,822","$11,700.00 ","$6.36 ","$12,600.00 ","$6.85 "
"260","Northern Ohio","MINGO JUNCTION","MAIN OFFICE","385355001","679 COMMERCIAL ST","MINGO JUNCTION","OH","43938-9998","Mar-55","USPS","3/1/2014","2/28/2019","B","B","Reimbursable","","2","10","RICHARD W WEISBERGER","PATRICIA B WEISBERGER","107 CROSSLAND RD","","BUTLER","PA","160013801","","2,258","4,396","$16,980.00 ","$7.52 ","$18,120.00 ","$8.02 "
"261","Northern Ohio","MINSTER","MAIN OFFICE","385362001","62 E 4TH ST","MINSTER","OH","45865-9998","Nov-68","USPS (Not Roof)","12/1/2013","11/30/2018","P","P","Reimbursable","","","","TEN MILE CREEK PARTNERS","PO BOX 1023","","","VAIL","CO","816581023","","4,250","15,096","$35,064.00 ","$8.25 ","$0.00 ","$0.00 "
"262","Northern Ohio","MONCLOVA","MAIN OFFICE","385383001","7959 MONCLOVA RD","MONCLOVA","OH","43542-9998","Dec-61","Landlord","12/18/2013","12/17/2016","P","P","Reimbursable","","","","ROGER J. LEMLE","KAREN A. LEMLE","4390 ALBON ROAD","","MONCLOVA","OH","435429750","","1,014","5,000","$10,436.00 ","$10.29 ","$9,600.00 ","$9.47 "
"263","Northern Ohio","MONROEVILLE","MAIN OFFICE","385397001","10 N MAIN ST","MONROEVILLE","OH","44847-9801","Aug-79","Landlord","11/1/2012","10/31/2017","P","P","Reimbursable","","","","H B BARWICK INC","PO BOX 860","","","CLINTON","NC","283290860","","2,740","9,006","$16,000.00 ","$5.84 ","$20,378.00 ","$7.44 "
"264","Northern Ohio","MONTEZUMA","MAIN OFFICE","385411001","99 W MAIN ST","MONTEZUMA","OH","45866-9998","Jul-61","Landlord","1/1/2016","12/31/2020","P","P","None Specified","","","","SCOTT R. HOENING","TAMMY S. HOENING","101 W MAIN ST","","MONTEZUMA","OH","458669999","","378","878","$4,950.00 ","$13.10 ","$0.00 ","$0.00 "
"265","Northern Ohio","MONTVILLE","MAIN OFFICE","385432001","16576 GAR HWY","MONTVILLE","OH","44064-8743","Jul-57","USPS","5/1/2016","4/30/2021","P","P","Reimbursable","","","","JOHN HEMLY","GEAUGA HOLDINGS LLC","P O BOX 292","","MONTVILLE","OH","440640292","","822","6,392","$7,656.00 ","$9.31 ","$0.00 ","$0.00 "
"266","Northern Ohio","MOUNT BLANCHARD","MAIN OFFICE","385474001","121 N MAIN ST","MOUNT BLANCHARD","OH","45867-9998","Nov-69","Landlord","12/1/2012","11/30/2017","B","B","None Specified","","","","VIRGINIA B NEWMAN","712 PARKVIEW DR","","","FINLAY","OH","458408639","","864","9,504","$7,250.00 ","$8.39 ","$0.00 ","$0.00 "
"267","Northern Ohio","MOUNT CORY","MAIN OFFICE","385481002","209 LINCOLN ST","MOUNT CORY","OH","45868-9998","Sep-75","USPS","9/1/2015","8/31/2020","P","P","Reimbursable","","1","5","LINDA L PRIBULA","5424 DUEBER AVE SW","","","CANTON","OH","447064266","","768","5,517","$6,798.00 ","$8.85 ","$7,478.00 ","$9.74 "
"268","Northern Ohio","MOUNT EATON","MAIN OFFICE","385488001","15924 MAIN ST","MOUNT EATON","OH","44659-9800","Jun-67","Landlord","1/1/2012","12/31/2016","A","A","Reimbursable","","1","5","RONALD L GEMMA","AND LINDA L GEMMA","12036 GATEWAY CIR","","CANAL FULTON","OH","446149464","","822","8,046","$7,200.00 ","$8.76 ","$7,800.00 ","$9.49 "
"269","Northern Ohio","MOUNT HOPE","MAIN OFFICE","385509003","7834 COUNTY ROAD 77","MOUNT HOPE","OH","44660-9800","Apr-94","Landlord","4/18/2014","4/17/2019","A","A","None Specified","N","1","5","D & P ENTERPRISES","PO BOX 96","","","MT HOPE","OH","446600065","","983","9,471","$11,667.00 ","$11.87 ","$12,251.00 ","$12.46 "
"270","Northern Ohio","MOUNT PLEASANT","MAIN OFFICE","385537001","243 UNION ST","MOUNT PLEASANT","OH","43939-9800","Sep-64","USPS","9/1/2012","8/31/2017","P","P","Reimbursable","N","1","5","JEAN E THOMPSON","PO BOX 148","","","MOUNT PLEASANT","OH","439390148","","1,014","5,946","$6,600.00 ","$6.51 ","$7,200.00 ","$7.10 "
"271","Northern Ohio","MUNROE FALLS","MAIN OFFICE","385593002","38 S MAIN ST","MUNROE FALLS","OH","44262-9998","Sep-80","USPS","10/1/2015","9/30/2020","P","P","None Specified","","","","HOWARD KINSTLINGER","AND LUCILLE KINSTLINGER","2784 FALLEN LOG LN","","AKRON","OH","443332778","","2,891","19,051","$31,548.00 ","$10.91 ","$0.00 ","$0.00 "
"272","Northern Ohio","NANKIN","MAIN OFFICE","385607001","953 STATE ROUTE 58","NANKIN","OH","44848-9800","Jul-51","Landlord","1/1/2013","12/31/2017","P","P","None Specified","","","","ORANGE TOWNSHIP TRUSTEES","ATTN: CLERK","PO BOX 1","","NANKIN","OH","448480001","","288","2,000","$3,000.00 ","$10.42 ","$0.00 ","$0.00 "
"273","Northern Ohio","NASHVILLE","MAIN OFFICE","385628003","111 W MILLERSBURG ST","NASHVILLE","OH","44661-9800","Jul-84","USPS","7/15/2014","7/14/2019","P","P","None Specified","","","","KERIN MOTORS INC","LAWRENCE M MAGDOVITZ PRES","PO BOX 997","","CLARKSDALE","MS","386140997","","1,120","2,120","$10,830.00 ","$9.67 ","$0.00 ","$0.00 "
