"","Leased.Facility.Inventory.Report","X","X.1","X.2","X.3","X.4","X.5","X.6","X.7","X.8","X.9","X.10","X.11","X.12","X.13","X.14","X.15","X.16","X.17","X.18","X.19","X.20","X.21","X.22","X.23","X.24","X.25","X.26","X.27","X.28","X.29","X.30"
"76","Mississippi","DECATUR","MAIN OFFICE","271950002","75 FOURTH AVE","DECATUR","MS","39327-9998","May-82","USPS (Not Roof)","5/1/2012","4/30/2017","A","A","Reimbursable","N","1","5","JERRY L BOWER AND","MARY H BOWER","8738 W SCENIC LAKE DR","","LAINGSBURG","MI","488488788","","1,856","24,580","$24,000.00 ","$12.93 ","$33,500.00 ","$18.05 "
"77","Mississippi","DEKALB","MAIN OFFICE","271989001","147 VETERAN ST","DE KALB","MS","39328-9998","Jun-72","USPS (Not Roof)","6/1/2012","5/31/2017","B","B","Reimbursable","","","","YATES REALTY CORP","PO BOX 385","","","PHILADELPHIA","MS","393500385","","2,783","33,625","$18,090.00 ","$6.50 ","$20,255.00 ","$7.28 "
"78","Mississippi","DENNIS","MAIN OFFICE","272054002","744 HIGHWAY 4","DENNIS","MS","38838-9998","May-96","Landlord","5/15/1996","5/14/2016","A","A","None Specified","N","2","10","LAWRENCE M MAGDOVITZ","PO BOX 997","","","CLARKSDALE","MS","386140997","","1,375","21,780","$11,999.88 ","$8.73 ","$15,000.00 ","$10.91 "
"79","Mississippi","DERMA","MAIN OFFICE","272067001","115 S MAIN ST","DERMA","MS","38839-9998","Jul-65","Landlord","2/1/2015","1/31/2020","P","P","None Specified","","","","RICHARD HUBBARD AND","SANDRA M HUBBARD","PO BOX 167","","DERMA","MS","388390167","","760","836","$5,200.00 ","$6.84 ","$0.00 ","$0.00 "
"80","Mississippi","DODDSVILLE","MAIN OFFICE","272119002","110 5TH AVE","DODDSVILLE","MS","38736-9998","Feb-88","USPS (Not Roof)","2/1/2013","1/31/2018","A","A","None Specified","N","","","CONRAD  TONA","TRUSTEES OF TONA LIVING TRST","DATED 9/21/1988","920 W BALBOA","NEWPORT BEACH","CA","926611002","","1,375","29,969","$15,468.00 ","$11.25 ","$0.00 ","$0.00 "
"81","Mississippi","DREW","MAIN OFFICE","272171001","146 W PARK AVE","DREW","MS","38737-9998","Oct-62","USPS","10/8/2012","10/7/2017","P","P","","","1","5","APEX INVESTMENTS LLC","PO BOX 997","","","CLARKSDALE","MS","386140997","","2,757","10,981","$16,200.00 ","$5.88 ","$17,000.00 ","$6.17 "
"82","Mississippi","DUBLIN","MAIN OFFICE SITE","272197003","US HWY 49 & ST PATRICK","DUBLIN","MS","38739-9998","","USPS","7/15/2014","7/14/2019","Q","Z","None Specified","","1","5","CHARLES HARRY FLOWERS","68 EASON ST","","","CLARKSDALE","MS","386148205","","0","43,560","$1,980.00 ","$0.05 ","$2,130.00 ","$0.05 "
"83","Mississippi","DUCK HILL","MAIN OFFICE","272210002","203 MAIN ST","DUCK HILL","MS","38925-9998","Nov-76","Landlord","11/1/2011","10/31/2016","B","B","None Specified","N","","","JIMMY GAGE DOBBS","AND LYNN M DOBBS","PO BOX 1110","","CALHOUN CITY","MS","389161110","","1,400","15,700","$11,300.00 ","$8.07 ","$13,500.00 ","$9.64 "
"84","Mississippi","DUMAS","MAIN OFFICE","272236001","3481A HIGHWAY 370","DUMAS","MS","38625-9998","Jul-79","Landlord","4/1/2015","3/31/2020","D","D","None Specified","","","","TOWN OF DUMAS","3481B HIGHWAY 370","","","DUMAS","MS","386259719","","360","1,236","$3,150.00 ","$8.75 ","$0.00 ","$0.00 "
"85","Mississippi","DUNCAN","MAIN OFFICE","272249001","112 E MAIN ST","DUNCAN","MS","38740-9998","Feb-61","USPS (Not Roof)","2/1/2012","1/31/2017","P","P","Reimbursable","","","","KERIN MOTORS INC","PO BOX 997","","","CLARKSDALE","MS","386140997","","1,036","20,500","$7,000.00 ","$6.76 ","$7,770.00 ","$7.50 "
"86","Mississippi","DUNDEE","MAIN OFFICE","272262002","1028 RYALS RD","DUNDEE","MS","38626-9998","Dec-80","Landlord","12/1/2015","11/30/2020","B","B","Reimbursable","","","","LAWRENCE M MAGDOVITZ","PO BOX 997","","","CLARKSDALE","MS","386140997","","1,400","14,573","$15,500.00 ","$11.07 ","$0.00 ","$0.00 "
"87","Mississippi","EASTABUCHIE","MAIN OFFICE","272286004","423 CHURCH ST","EASTABUCHIE","MS","39436-9998","Jan-02","Landlord","1/1/2015","12/31/2019","P","P","None Specified","","","","JERRY L SIMON, SR.","PO BOX 94","","","EASTABUCHIE","MS","394360094","","564","1,264","$4,950.00 ","$8.78 ","$0.00 ","$0.00 "
"88","Mississippi","ECRU","MAIN OFFICE","272314002","239 MAIN ST","ECRU","MS","38841-9998","Nov-75","USPS","11/1/2015","10/31/2020","B","B","Reimbursable","","1","5","RUTH ELAINE MCANALLY","1014 HARLAN DR","","","OXFORD","MS","386555300","","1,856","20,000","$18,000.00 ","$9.70 ","$19,800.00 ","$10.67 "
"89","Mississippi","EDWARDS","MAIN OFFICE","272379004","100 WITHERS ST","EDWARDS","MS","39066-9998","May-00","USPS (Not Roof)","5/13/2000","5/12/2020","P","P","Reimbursable","Y","2","10","PATRICIA M TIMMS","504 SHADY LN","","","TOCCOA","GA","305778149","","4,000","53,200","$57,120.00 ","$14.28 ","$84,000.00 ","$21.00 "
"90","Mississippi","ELLISVILLE","MAIN OFFICE","272457001","303 S COURT ST","ELLISVILLE","MS","39437-9998","Feb-67","Landlord","2/1/2012","1/31/2017","B","B","Reimbursable","","","","JAMES REEVES CONTRACTOR INC","3341 GATTI PL","","","GAUTIER","MS","395535703","","3,623","10,800","$18,480.00 ","$5.10 ","$19,404.00 ","$5.36 "
"91","Mississippi","ENID","MAIN OFFICE","272470002","79 COUNTY ROAD 206","ENID","MS","38927-9998","May-77","Landlord","3/1/2012","2/28/2017","A","A","None Specified","N","1","5","MAGNOLIA STAR LLC","PO BOX 997","","","CLARKSDALE","MS","386140997","","1,067","17,563","$9,600.00 ","$9.00 ","$10,475.00 ","$9.82 "
"92","Mississippi","ENTERPRISE","MAIN OFFICE","272485001","77 OLD MILL CREEK RD","ENTERPRISE","MS","39330-9998","Nov-54","Landlord","7/1/2014","6/30/2019","A","A","None Specified","","","","ENTERPRISE MASONIC","LODGE #585 / SECRETARY","PO BOX 45","","ENTERPRISE","MS","393300045","","1,380","6,750","$9,240.00 ","$6.70 ","$0.00 ","$0.00 "
"93","Mississippi","ESCATAWPA","MAIN OFFICE","272496001","4100 RABBY ST","ESCATAWPA","MS","39552-9998","Jun-71","USPS (Not Roof)","1/15/2016","1/14/2021","B","B","Reimbursable","N","","","J LEONARD SPODEK","123 GROVE AVE STE 222","","","CEDARHURST","NY","115162302","","3,140","32,000","$16,704.00 ","$5.32 ","$0.00 ","$0.00 "
"94","Mississippi","ETHEL","MAIN OFFICE","272535001","2112 MAIN ST","ETHEL","MS","39067-9998","Dec-51","Landlord","2/1/2015","1/31/2020","P","A","None Specified","","","","YVONNE CLIFTON","102 COBBLESTONE ST","","","DOTHAN","AL","363011093","","920","1,012","$5,200.00 ","$5.65 ","$0.00 ","$0.00 "
"95","Mississippi","ETTA","MAIN OFFICE","272548002","1947 STATE ROAD 355","ETTA","MS","38627-9998","Apr-91","USPS (Not Roof)","4/1/2016","3/31/2021","A","A","Reimbursable","Y","","","FDI POSTAL PROPERTIES I INC","PO BOX 659","","","MOUNT AIRY","MD","217710659","","930","43,560","$11,100.00 ","$11.94 ","$0.00 ","$0.00 "
"96","Mississippi","FALKNER","MAIN OFFICE","272600002","20610 HIGHWAY 15","FALKNER","MS","38629-9998","Nov-75","Landlord","11/1/2015","10/31/2020","B","B","Reimbursable","","1","5","JEROME P MAGDOVITZ","8199 POPLAR AVE APT 1113","","","GERMANTOWN","TN","381386159","","1,400","12,179","$13,500.00 ","$9.64 ","$16,500.00 ","$11.79 "
"97","Mississippi","FAYETTE","MAIN OFFICE","272652002","215 E MEAD ST","FAYETTE","MS","39069-9998","Feb-79","USPS","2/1/2014","1/31/2019","A","A","Reimbursable","","1","5","BERYL H MANGUM","29 OAKHURST DR","","","NATCHEZ","MS","391203705","","2,320","25,500","$16,000.00 ","$6.90 ","$17,280.00 ","$7.45 "
"98","Mississippi","FERNWOOD","MAIN OFFICE","272665001","1007 CHERRY DR","FERNWOOD","MS","39635-9998","Nov-75","Landlord","11/1/2015","10/31/2020","A","A","Reimbursable","","1","5","GLENN A BOONE","PO BOX 224","","","ANGIE","LA","704260224","","1,067","12,500","$8,532.00 ","$8.00 ","$8,959.00 ","$8.40 "
"99","Mississippi","FLORA","MAIN OFFICE","272691001","4852 MAIN ST","FLORA","MS","39071-9998","May-61","Landlord","1/1/2013","12/31/2017","P","P","Reimbursable","","","","NATHAN GREENBLATT","TRUSTEE","5449 PECAN GROVE LN","","MEMPHIS","TN","381202232","","1,758","6,614","$10,390.00 ","$5.91 ","$0.00 ","$0.00 "
"100","Mississippi","FLORENCE","MAIN OFFICE","272704003","250 S CHURCH ST","FLORENCE","MS","39073-9998","Oct-97","USPS (Not Roof)","10/11/1997","10/10/2017","A","A","Reimbursable","Y","2","10","ROBERT SINE MD","3131A MAKAMAE PL","","","KIHEI","HI","967539318","","8,256","72,253","$74,726.96 ","$9.05 ","$82,560.00 ","$10.00 "
"101","Mississippi","FOXWORTH","MAIN OFFICE","272756002","72 HIGHWAY 587","FOXWORTH","MS","39483-9998","May-88","USPS (Not Roof)","5/1/2013","4/30/2018","A","A","None Specified","N","","","THREE W PARTNERSHIP","PO BOX 721","","","CROSSETT","AR","716350721","","3,210","44,843","$35,900.00 ","$11.18 ","$0.00 ","$0.00 "
"102","Mississippi","FRENCH CAMP","MAIN OFFICE","272769001","6061 MS HIGHWAY 413","FRENCH CAMP","MS","39745-9998","Jan-64","USPS (Not Roof)","12/1/2014","11/30/2019","P","P","None Specified","","","","FRENCH CAMP ACADEMY","1 FINE PL","","","FRENCH CAMP","MS","397459703","","800","1,788","$4,800.00 ","$6.00 ","$0.00 ","$0.00 "
"103","Mississippi","FRIARS POINT","MAIN OFFICE","272782002","774 2ND ST","FRIARS POINT","MS","38631-9998","Aug-83","USPS","8/1/2013","7/31/2018","A","A","Reimbursable","","1","5","MARGIE GRIST","POA NELSON LOUIS GRIST","PO BOX 642","","PONTOTOC","MS","388630642","","1,259","7,653","$11,645.00 ","$9.25 ","$12,000.00 ","$9.53 "
"104","Mississippi","GALLMAN","MAIN OFFICE","272821001","20140 S HIGHWAY 51","GALLMAN","MS","39077-9998","Jan-71","Landlord","2/1/2015","1/31/2020","P","P","None Specified","","1","5","PATRICIA A LEWIS","2941 FOREST CIRCLE","","","JACKSONVILLE","FL","322575617","","660","8,250","$5,880.00 ","$8.91 ","$6,250.00 ","$9.47 "
"105","Mississippi","GATTMAN","MAIN OFFICE","272860002","52492 HIGHWAY 278 E","GATTMAN","MS","38844-9998","Nov-90","USPS (Not Roof)","11/1/2015","10/31/2020","A","A","None Specified","N","","","BRYN REALTY CORP","436 BEACH 132ND ST","","","FAR ROCKAWAY","NY","116941412","","930","31,620","$13,225.00 ","$14.22 ","$0.00 ","$0.00 "
"106","Mississippi","GAUTIER","MAIN OFFICE","272873002","1800 HIGHWAY 90","GAUTIER","MS","39553-9998","Dec-97","USPS (Not Roof)","12/13/1997","12/12/2017","A","A","Reimbursable","Y","2","10","VILLAGE RESOURCES INC","PO BOX 2122","","","GREENVILLE","NC","278580122","","8,256","115,177","$96,029.98 ","$11.63 ","$105,749.00 ","$12.81 "
"107","Mississippi","GEORGETOWN","MAIN OFFICE","272886002","1052 BROAD ST","GEORGETOWN","MS","39078-9998","Feb-92","USPS (Not Roof)","2/15/2012","2/14/2017","A","A","Reimbursable","Y","1","5","HARRIMACK, LLC","8342 MACON RD","","","CORDOVA","TN","380188554","","1,375","40,009","$12,500.00 ","$9.09 ","$12,600.00 ","$9.16 "
"108","Mississippi","GLEN","MAIN OFFICE","272964004","2430 HIGHWAY 72 E","GLEN","MS","38846-9998","Jul-83","USPS (Not Roof)","7/1/2013","6/30/2018","A","A","Reimbursable","","1","5","HELTON BROS INC","R E & J E HELTON AND","W E & E D HELTON","12 COUNTY ROAD 371","GLEN","MS","388469766","","1,400","14,400","$9,792.00 ","$6.99 ","$10,092.00 ","$7.21 "
"109","Mississippi","GLEN ALLAN","MAIN OFFICE","272977002","924 LAKE WASHINGTON RD E","GLEN ALLAN","MS","38744-9998","Jan-76","Landlord","1/1/2016","12/31/2017","A","A","Reimbursable","","","","RAY JOE QUONG","WENDY QUONG","PO BOX 97","","GLEN ALLAN","MS","387440097","","1,067","12,500","$8,704.00 ","$8.16 ","$0.00 ","$0.00 "
"110","Mississippi","GLENDORA","MAIN OFFICE","272990001","18 WESTBROOK ST","GLENDORA","MS","38928-9998","Mar-75","Landlord","3/1/2015","2/29/2020","B","B","Reimbursable","","1","5","J R FLAUTT & SONS","PO BOX 237","","","WEBB","MS","389660237","","840","12,500","$7,632.00 ","$9.09 ","$8,016.00 ","$9.54 "
"111","Mississippi","GLOSTER","MAIN OFFICE","273003001","200 E MAIN ST","GLOSTER","MS","39638-9998","Jul-61","Shared","7/17/2011","7/16/2016","A","A","Reimbursable","N","","","HARRIMACK, LLC","8342 MACON RD","","","CORDOVA","TN","380188554","","2,651","14,000","$14,580.00 ","$5.50 ","$23,266.00 ","$8.78 "
"112","Mississippi","GOLDEN","MAIN OFFICE","273016002","195 FRONT ST","GOLDEN","MS","38847-9998","May-97","USPS (Not Roof)","5/2/1997","5/1/2017","A","A","None Specified","Y","2","9","MACO MANAGEMENT CO INC","PO BOX 68","","","CLARKTON","MO","638370068","","2,058","44,387","$28,900.00 ","$14.04 ","$24,696.00 ","$12.00 "
"113","Mississippi","GOODMAN","MAIN OFFICE","273029001","9897 MAIN ST","GOODMAN","MS","39079-9998","Mar-63","USPS","3/4/2014","3/3/2019","P","P","None Specified","","","","BETH ANN MAGDOVITZ TRUST","LAWRENCE M MAGDOVITZ II TRUSTEE","PO BOX 997","","CLARKSDALE","MS","386140997","","1,550","8,000","$13,770.00 ","$8.88 ","$0.00 ","$0.00 "
"114","Mississippi","GORE SPRINGS","MAIN OFFICE","273039002","32394 HIGHWAY 8 E","GORE SPRINGS","MS","38929-9998","Apr-76","USPS","4/1/2016","3/31/2021","B","B","None Specified","","1","5","DOBBS P O PROPERTIES LLC","C/O DR JIM DOBBS","P O BOX 1110","","CALHOUN CITY","MS","389161110","","874","13,068","$10,450.00 ","$11.96 ","$11,300.00 ","$12.93 "
"115","Mississippi","GRACE","MAIN OFFICE","273068002","6858 HIGHWAY 16 W","GRACE","MS","38745-9998","Sep-90","USPS (Not Roof)","9/15/2015","9/14/2020","A","A","None Specified","N","","","FDI POSTAL PROPERTIES I INC","PO BOX 659","","","MOUNT AIRY","MD","217710659","","930","28,000","$10,780.00 ","$11.59 ","$0.00 ","$0.00 "
"116","Mississippi","GREENWOOD","LEFLORE STATION","273107001","600 YALOBUSHA ST","GREENWOOD","MS","38930-9996","Aug-00","USPS (Not Roof)","8/2/2000","8/1/2020","P","P","Reimbursable","Y","2","10","JOANNE NISSEN","R 1 BOX 99","","","SOLEDAD","CA","939609801","","8,256","98,010","$96,187.00 ","$11.65 ","$153,899.00 ","$18.64 "
"117","Mississippi","GREENWOOD","MAIN OFFICE","273107002","200 E WASHINGTON ST RM 100","GREENWOOD","MS","38930-9998","Jun-63","USPS (Not Roof)","6/1/2015","5/31/2020","P","P","Percentage","","","","AMERICAN CAPITAL MLB","INVESTMENTS LLC","15600 WASHINGTON AVE STE E","","SAN LORENZO","CA","945801467","","13,837","0","$117,614.00 ","$8.50 ","$0.00 ","$0.00 "
"118","Mississippi","GREENWOOD SPRINGS","MAIN OFFICE","273120002","52066 HIGHWAY 278 E","GREENWOOD SPRINGS","MS","38848-9998","Jun-92","Landlord","6/22/2012","6/30/2017","A","A","Reimbursable","","","","DAN WEST AND","JAMES C EVANS","PO BOX 175","","HAMILTON","MS","397460175","","800","10,890","$4,400.00 ","$5.50 ","$5,200.00 ","$6.50 "
"119","Mississippi","GULFPORT","LYMAN TOWER","512756212","16050 Walter Smith Road","GULFPORT","MS","39500-3000","","Landlord","10/1/2011","9/30/2016","X","P","","","3","15","CCGS HOLDINGS CORP.","PINNACLE TOWERS LLC","2000 CORPORATE DRIVE","","CANONSBURG","PA","153178564","","0","1","$6,378.87 ","$6,378.87 ","$0.00 ","$0.00 "
"120","Mississippi","GUNNISON","MAIN OFFICE","273159001","514 RAILROAD AVE","GUNNISON","MS","38746-9998","Sep-60","Landlord","11/15/2013","11/14/2018","P","P","Reimbursable","","","","LAWRENCE M MAGDOVITZ","PO BOX 997","","","CLARKSDALE","MS","386140997","","800","3,812","$8,800.00 ","$11.00 ","$0.00 ","$0.00 "
"121","Mississippi","GUNTOWN","MAIN OFFICE","273172001","1660 MAIN ST","GUNTOWN","MS","38849-9998","Jul-61","USPS (Not Roof)","7/15/2011","7/14/2016","P","P","Reimbursable","N","","","BUD HUNT FAMILY","LIMITED PARTNERSHIP","2711 MILO HAE LOOP","","KOLOA","HI","967569513","","1,218","7,205","$7,704.00 ","$6.33 ","$10,962.00 ","$9.00 "
"122","Mississippi","HAMILTON","MAIN OFFICE","273198002","40462 HIGHWAY 45 S","HAMILTON","MS","39746-9998","Jul-84","USPS (Not Roof)","7/1/2014","6/30/2019","A","A","None Specified","N","1","5","MARGIE GRIST","POA NELSON LOUIS GRIST","PO BOX 642","","PONTOTOC","MS","388630642","","1,400","19,500","$13,560.00 ","$9.69 ","$21,267.00 ","$15.19 "
"123","Mississippi","HARPERVILLE","MAIN OFFICE","273237002","9190 OLD HILLSBORO RD","HARPERVILLE","MS","39080-9998","Oct-80","Landlord","10/1/2015","9/30/2020","P","P","Reimbursable","","","","MICKEY MYERS","177 OAK PARK DR","","","FOREST","MS","390743035","","683","5,640","$4,750.00 ","$6.95 ","$0.00 ","$0.00 "
"124","Mississippi","HARRISVILLE","MAIN OFFICE","273263001","1569 SIMPSON HIGHWAY 469","HARRISVILLE","MS","39082-9998","Apr-57","USPS","4/7/2014","4/6/2019","B","B","None Specified","","1","5","HARRISVILLE LODGE #336","PO BOX 155","","","HARRISVILLE","MS","390820155","","600","708","$3,300.00 ","$5.50 ","$3,465.00 ","$5.78 "
"125","Mississippi","HATTIESBURG","PARKING LOT","273289017","HEMPHILL ST","HATTIESBURG","MS","39401-9998","","USPS","6/1/2005","","X","Z","None Specified","","","","CITY OF HATTIESBURG","PO BOX 1898","","","HATTIESBURG","MS","394031898","","0","0","$4,500.00 ","$0.00 ","$0.00 ","$0.00 "
"126","Mississippi","HAZLEHURST","MAIN OFFICE PKG","273302001","CALDWELL ST","HAZLEHURST","MS","39083-9998","","USPS (Not Roof)","5/1/2014","4/30/2019","X","P","Reimbursable","","","","LAKEHURST DEVELOPMENT LLC","PO BOX 727","","","HAZLEHURST","MS","390830727","","0","8,000","$7,560.00 ","$0.95 ","$0.00 ","$0.00 "
"127","Mississippi","HEIDELBERG","MAIN OFFICE","273328001","105 N OAK ST","HEIDELBERG","MS","39439-9998","Feb-63","USPS (Not Roof)","4/1/2016","3/31/2021","B","B","Reimbursable","","","","VALLEY REALTY CO","PO BOX 997","","","CLARKSDALE","MS","386140997","","2,517","11,000","$25,320.00 ","$10.06 ","$0.00 ","$0.00 "
"128","Mississippi","HERMANVILLE","MAIN OFFICE","273341002","13071 PATTISON HERMANVILLE RD","HERMANVILLE","MS","39086-9998","Apr-85","USPS","4/1/2015","3/31/2020","A","A","Reimbursable","","1","5","MAGDOVITZ AGENCY INC","ROBERT H CARTER","PO BOX 997","","CLARKSDALE","MS","386140997","","930","23,413","$11,601.82 ","$12.48 ","$12,182.00 ","$13.10 "
"129","Mississippi","HERNANDO","MAIN OFFICE","273354001","12 W COMMERCE ST","HERNANDO","MS","38632-9998","Feb-70","USPS","2/1/2015","1/31/2020","B","B","Reimbursable","","1","5","DONALD R BRESHEARS","HERNANDO SHOPPING CENTER","PO BOX 423","","HERNANDO","MS","386320423","","4,856","17,000","$46,140.00 ","$9.50 ","$49,776.00 ","$10.25 "
"130","Mississippi","HICKORY","MAIN OFFICE","273367002","7464 HIGHWAY 503","HICKORY","MS","39332-9998","Aug-75","USPS","8/1/2015","7/31/2020","A","A","Reimbursable","","1","5","LAWRENCE M MAGDOVITZ","PO BOX 997","","","CLARKSDALE","MS","386140997","","1,067","12,500","$9,952.00 ","$9.33 ","$10,947.00 ","$10.26 "
"131","Mississippi","HICKORY FLAT","MAIN OFFICE","273380003","535 HIGHWAY 5","HICKORY FLAT","MS","38633-9998","Apr-82","USPS (Not Roof)","4/1/2012","3/31/2017","A","A","None Specified","N","1","5","MARGIE GRIST","POA NELSON LOUIS GRIST","PO BOX 642","","PONTOTOC","MS","388630642","","1,856","23,000","$23,000.00 ","$12.39 ","$23,000.00 ","$12.39 "
"132","Mississippi","HILLSBORO","MAIN OFFICE","273419002","61 HILLSBORO LUDLOW RD","HILLSBORO","MS","39087-9998","Sep-80","Landlord","9/1/2015","8/31/2020","P","P","Reimbursable","","","","VALLEY REALTY CO","PO BOX 997","","","CLARKSDALE","MS","386140997","","900","11,000","$9,000.00 ","$10.00 ","$0.00 ","$0.00 "
"133","Mississippi","HOLCOMB","MAIN OFFICE","273471002","8334 HIGHWAY 7 S","HOLCOMB","MS","38940-9998","Jul-82","USPS (Not Roof)","7/1/2012","6/30/2017","A","A","None Specified","N","1","5","MARGIE GRIST","POA NELSON LOUIS GRIST","PO BOX 642","","PONTOTOC","MS","388630642","","1,067","17,845","$9,236.00 ","$8.66 ","$10,008.00 ","$9.38 "
"134","Mississippi","HOLLANDALE","MAIN OFFICE","273497001","121 EAST AVE S","HOLLANDALE","MS","38748-9998","Jun-58","Landlord","6/1/2014","5/31/2019","A","A","Reimbursable","","1","5","NEFF PROPERTIES LLC","PO BOX 400","","","ARCOLA","MS","387220400","","2,002","4,101","$14,014.00 ","$7.00 ","$15,135.00 ","$7.56 "
"135","Mississippi","HOLLY BLUFF","MAIN OFFICE (LAND)","273510002","MAIN ST","HOLLY BLUFF","MS","39088-9998","","USPS","1/1/2016","12/31/2020","Q","Z","None Specified","","","","CHARLES HUFF JR","PO BOX 157","","","HOLLY BLUFF","MS","390880157","","0","34,500","$2,300.00 ","$0.07 ","$0.00 ","$0.00 "
"136","Mississippi","HORN LAKE","MAIN OFFICE","273601003","3724 GOODMAN RD W","HORN LAKE","MS","38637-9998","Oct-01","USPS (Not Roof)","10/24/2001","10/23/2021","A","A","Reimbursable","Y","2","10","ANNE M CHISUM REV TRUST","% ANNE M CHISUM TRUSTEE","820 PARK ROW STE 597","","SALINAS","CA","939012406","","13,400","168,932","$226,865.23 ","$16.93 ","$236,800.00 ","$17.67 "
"137","Mississippi","HOULKA","MAIN OFFICE","273614001","206 WALKER ST","HOULKA","MS","38850-9998","Jan-59","USPS","1/1/2014","12/31/2018","A","A","None Specified","","1","5","W W BRAND JR","PO BOX 128","","","HOUSTON","MS","388510128","","1,440","3,264","$8,640.00 ","$6.00 ","$9,240.00 ","$6.42 "
"138","Mississippi","HURLEY","MAIN OFFICE","273666002","7020 HIGHWAY 614","HURLEY","MS","39555-9998","Oct-91","USPS (Not Roof)","10/1/2011","9/30/2016","A","A","Reimbursable","N","1","5","LUCE PACKING CO","4519 MCINNIS AVE","","","MOSS POINT","MS","395632815","","2,343","49,290","$24,601.56 ","$10.50 ","$33,713.00 ","$14.39 "
"139","Mississippi","INDEPENDENCE","MAIN OFFICE","273692003","15 BILL HANCOCK RD","INDEPENDENCE","MS","38638-9998","Feb-87","Landlord","12/1/2015","11/30/2020","A","A","Reimbursable","","1","1","JEANA W GREER","PO BOX 141","","","INDEPENDENCE","MS","386380141","","600","3,000","$7,000.00 ","$11.67 ","$6,300.00 ","$10.50 "
"140","Mississippi","INVERNESS","MAIN OFFICE","273731002","900 THIRD ST","INVERNESS","MS","38753-9998","Jun-72","Landlord","6/1/2012","5/31/2017","E","B","None Specified","","","","TOWN OF INVERNESS","PO BOX 166","","","INVERNESS","MS","387530166","","1,728","15,297","$9,200.00 ","$5.32 ","$10,200.00 ","$5.90 "
"141","Mississippi","ISOLA","MAIN OFFICE","273744002","400 JULIA ST","ISOLA","MS","38754-9998","Jul-90","USPS (Not Roof)","7/1/2015","6/30/2020","A","A","None Specified","N","","","FDI POSTAL PROPERTIES I INC","PO BOX 659","","","MOUNT AIRY","MD","217710659","","2,343","41,700","$20,520.00 ","$8.76 ","$0.00 ","$0.00 "
"142","Mississippi","ITTA BENA","MAIN OFFICE","273757003","100 DEWEY ST","ITTA BENA","MS","38941-9998","Nov-00","USPS (Not Roof)","11/2/2000","11/3/2020","P","A","Reimbursable","Y","2","10","PRESTIDGE PROPERTIES INC","37301 COUNTY ROAD 523","","","SCHLATER","MS","389523236","","3,032","43,750","$44,000.00 ","$14.51 ","$47,300.00 ","$15.60 "
"143","Mississippi","IUKA","MAIN OFFICE","273770002","801 W EASTPORT ST","IUKA","MS","38852-9998","Apr-82","USPS (Not Roof)","4/1/2012","3/31/2017","A","A","None Specified","N","1","5","BEN E KITCHENS AND","SARAH J KITCHENS","302 KAKI ST","","IUKA","MS","388521117","","4,440","32,978","$42,255.00 ","$9.52 ","$52,950.00 ","$11.93 "
"144","Mississippi","JACKSON","ALPHA ONE INSP ANT","512756215","140 ALPHA ONE ROAD","JACKSON","MS","39201-3000","","Landlord","7/1/2000","","X","P","None Specified","N","","","SBA INFRASTRUCTURE LLC","8051 CONGRESS AVE FL 2","","","BOCA RATON","FL","334871307","","0","24","$8,820.00 ","$367.50 ","$0.00 ","$0.00 "
"145","Mississippi","JACKSON","BYRAM BRANCH","273783061","5654 TERRY RD","BYRAM","MS","39272-9998","Apr-01","USPS (Not Roof)","4/14/2001","4/13/2021","P","P","Reimbursable","Y","2","10","BYRAM STATION","LIMITED PARTNERSHIP","3435 CARIBETH DR","","ENCINO","CA","914364101","","6,493","99,800","$89,211.00 ","$13.74 ","$99,711.00 ","$15.36 "
"146","Mississippi","JACKSON","CANDLESTICK PARK STA","273783022","820 COOPER RD STE A","JACKSON","MS","39212-9998","Oct-89","Landlord","10/1/2014","9/30/2019","P","P","Reimbursable","","1","5","MAGDOVITZ AGENCY INC","ROBERT H CARTER","PO BOX 997","","CLARKSDALE","MS","386140997","","10,239","14,130","$67,320.00 ","$6.57 ","$72,000.00 ","$7.03 "
"147","Mississippi","JACKSON","FLOWOOD BRANCH","273783064","105 HOGG CREEK DR","FLOWOOD","MS","39232-9998","Aug-01","USPS (Not Roof)","8/28/2001","8/27/2021","P","Q","Reimbursable","Y","","","MINGHELLI LLC","PO BOX 1976","","","WRIGHTWOOD","CA","923971976","","6,492","72,000","$116,000.00 ","$17.87 ","$0.00 ","$0.00 "
"148","Mississippi","JACKSON","FLOWOOD BRANCH  (LAND)","273783069","105 HOGG CREEK DR","JACKSON","MS","39208-9998","","USPS","8/28/2001","8/27/2021","Q","Z","Reimbursable","N","6","30","JACKSON MUNICIPAL","AIRPORT AUTHORITY","100 INTERNATIONAL DR STE 300","","JACKSON","MS","392082394","","0","66,001","$9,150.00 ","$0.14 ","$0.00 ","$0.00 "
"149","Mississippi","JACKSON","FONDREN STATION","273783025","629 FONDREN PL","JACKSON","MS","39216-9998","Jan-82","USPS","1/1/2015","12/31/2019","P","P","Reimbursable","","","","HEARN SISTERS LLC","252 BULLPOINT DR","","","SEABROOK","SC","299402306","","4,800","16,000","$86,400.00 ","$18.00 ","$0.00 ","$0.00 "
