"","Owned.Area...Building.Inventory.2","X","X.1","X.2","X.3","X.4","X.5","X.6","X.7","X.8","X.9","X.10","X.11","X.12","X.13","X.14","X.15","X.16","X.17","X.18","X.19","X.20","X.21","X.22"
"90","Greater Michigan","252600-G01","252600","DOWAGIAC","MAIN OFFICE","202 COMMERCIAL ST","CASS","DOWAGIAC","MI","49047-9998","Active","Owned","1361115","Y11760","Post Office","Main Post Office","USPS Building, Transferred","USPS Land, Transferred","USPS","Yes","7/1/1918","14,408","27,961"," 1/2"
"91","Greater Michigan","252610-G02","252610","DOWLING","MPO","8599 S M 37 HWY","BARRY","DOWLING","MI","49050-9727","Active","Owned","1361119","Y11761","Post Office","Remotely Managed Post Office (RMPO)","USPS Building, Const. by USPS","USPS Land, Not Prev. Leased","USPS","No","6/7/2010","1,000","44,000"," 0/1"
"92","Detroit","252670-G01","252670","DURAND","MAIN OFFICE","211 N OAK ST","SHIAWASSEE","DURAND","MI","48429-9998","Active","Owned","1361507","Y11775","Post Office","Administrative Post Office (APO)","USPS Building, Prev. Leased","USPS Land, Prev. Leased","USPS","No","1/1/1952","2,698","90,505"," 0/1"
"93","Greater Michigan","252745-G01","252745","EAST LANSING","MAIN OFFICE","1140 ABBOT RD","INGHAM","EAST LANSING","MI","48823-9998","Active","Owned","1361758","Y11798","Post Office","Main Post Office","USPS Building, Prev. Leased","USPS Land, Prev. Leased","USPS","Yes","10/1/1987","26,648","118,885"," 2/9"
"94","Greater Michigan","252780-G01","252780","EAST TAWAS","MAIN OFFICE","326 NEWMAN ST","IOSCO","EAST TAWAS","MI","48730-1244","Active","Owned","1361871","Y11802","Post Office","Main Post Office","USPS Building, Transferred","USPS Land, Transferred","USPS","Yes","4/1/1941","13,042","31,675"," 2/5"
"95","Detroit","252720-G01","252720","EASTPOINTE","MAIN OFFICE","22430 GRATIOT AVE","MACOMB","EASTPOINTE","MI","48021-9998","Active","Owned","1361939","Y11794","Post Office","Main Post Office","USPS Building, Transferred","USPS Land, Transferred","USPS","Yes","10/1/1938","16,220","21,300"," 3/4"
"96","Greater Michigan","252790-G01","252790","EATON RAPIDS","MAIN OFFICE","245 S MAIN ST","EATON","EATON RAPIDS","MI","48827-9998","Active","Owned","1361978","Y11811","Post Office","Main Post Office","USPS Building, Transferred","USPS Land, Transferred","USPS","Yes","6/1/1938","6,264","18,495"," 1/3"
"97","Detroit","253150-G01","253150","FARMINGTON","MAIN OFFICE","32455 W 12 MILE RD","OAKLAND","FARMINGTON","MI","48333-9998","Active","Owned","1437836","Y11854","Post Office","Branch","USPS Building, Const. by USPS","USPS Land, Not Prev. Leased","USPS","Yes","9/1/1980","21,499","191,664"," 1/9"
"98","Detroit","253200-G02","253200","FENTON","MAIN OFFICE","210 S LEROY ST","GENESEE","FENTON","MI","48430-9998","Active","Owned","1363305","Y11868","Post Office","Main Post Office","USPS Building, Const. by USPS","USPS Land, Not Prev. Leased","USPS","Yes","11/1/1985","8,510","68,476"," 1/8"
"99","Detroit","253290-G06","253294","FLINT","CARRIER ANNEX NE","4465 DAVISON RD","GENESEE","BURTON","MI","48509-9998","Active","Owned","1437918","Y12475","Post Office","Branch","USPS Building, Const. by USPS","USPS Land, Not Prev. Leased","USPS","Yes","8/1/1987","12,990","114,563"," 1/9"
"100","Detroit","253292-G03","253292","FLINT","MAIN OFFICE","250 E BOULEVARD DR","GENESEE","FLINT","MI","48502-9911","Active","Owned","1437844","Y11887","Post Office","Main Post Office","USPS Building, Prev. Leased","USPS Land, Prev. Leased","USPS","Yes","1/1/1960","161,417","499,198"," 1/3"
"101","Detroit","253292-G03","253292","FLINT","MAIN OFFICE","250 E BOULEVARD DR","GENESEE","FLINT","MI","48502-9911","Active","Owned","1473654","17675","Post Office","Service Hub Facility (SHF)","USPS Building, Prev. Leased","USPS Land, Prev. Leased","USPS","Yes","1/1/1960","161,417","499,198"," 1/3"
"102","Detroit","253290-G02","253291","FLINT","NORTH SIDE STATION","3311 N SAGINAW ST","GENESEE","FLINT","MI","48505-9998","Active","Owned","1375435","Y12481","Post Office","Station","USPS Building, Transferred","USPS Land, Transferred","USPS","Yes","4/1/1941","13,998","24,481"," 4/7"
"103","Detroit","253290-G05","253296","FLINT","NORTHWEST CARRIER ANX","3274 W PASADENA AVE","GENESEE","FLINT","MI","48504-9998","Active","Owned","1437919","Y12484","Post Office","Branch","USPS Building, Const. by USPS","USPS Land, Not Prev. Leased","USPS","Yes","12/1/1983","18,935","151,589"," 1/8"
"104","Detroit","253290-G04","253293","FLINT","SOUTHEAST BR  BURTON","4065 MANOR DR","GENESEE","BURTON","MI","48519-9998","Active","Owned","1437957","Y12812","Post Office","Branch","USPS Building, Const. by USPS","USPS Land, Not Prev. Leased","USPS","Yes","9/1/1983","11,876","87,500"," 1/7"
"105","Detroit","253290-G07","253297","FLINT","SOUTHWEST BRANCH","2500 S LINDEN RD","GENESEE","FLINT","MI","48532-9998","Active","Owned","1432931","1448","Post Office","Branch","USPS Building, Const. by USPS","USPS Land, Not Prev. Leased","USPS","Yes","11/1/2001","20,511","162,043"," 1/8"
"106","Detroit","253295-G01","253295","FLINT","VEHICLE MAINT FACILITY","250 E BOULEVARD DR","GENESEE","FLINT","MI","48502-9721","Active","Owned","1438491","Y18712","Vehicle Maintenance","Vehicle Maintenance Facility (VMF)","USPS Building, Const. by USPS","Land Data on separate record","USPS","No","1/1/1960","6,925","0",""
"107","Detroit","253330-G01","253330","FORESTVILLE","MAIN POST OFFICE","8007 3RD ST","SANILAC","FORESTVILLE","MI","48434-9998","Active","Owned","1363707","Y11892","Post Office","Remotely Managed Post Office (RMPO)","USPS Building, Not Prev. Leased","USPS Land, Prev. Leased","USPS","No","","633","0",""
"108","Greater Michigan","253400-G02","253400","FOWLERVILLE","MAIN OFFICE","7030 W GRAND RIVER RD","LIVINGSTON","FOWLERVILLE","MI","48836-8635","Active","Owned","1363933","Y11904","Post Office","Main Post Office","USPS Building, Not Prev. Leased","USPS Land, Not Prev. Leased","USPS","Yes","","10,045","90,082"," 1/9"
"109","Greater Michigan","253430-G01","253430","FRANKFORT","MAIN OFFICE","615 MAIN ST","BENZIE","FRANKFORT","MI","49635-9806","Active","Owned","1363983","Y11909","Post Office","Administrative Post Office (APO)","USPS Building, Transferred","USPS Land, Transferred","USPS","No","3/1/1940","5,417","30,591"," 1/6"
"110","Greater Michigan","253480-G02","253480","FREDERIC","MAIN OFFICE","6450 AU SABLE sT","CRAWFORD","FREDERIC","MI","49733-9998","Active","Owned","1364056","Y11913","Post Office","Remotely Managed Post Office (RMPO)","USPS Building, Prev. Leased","USPS Land, Prev. Leased","USPS","No","7/1/1987","2,002","17,424"," 1/9"
"111","Greater Michigan","253520-G01","253520","FREMONT","MAIN OFFICE","19 S DIVISION AVE","NEWAYGO","FREMONT","MI","49412-9998","Active","Owned","1364144","Y11918","Post Office","Main Post Office","USPS Building, Transferred","USPS Land, Transferred","USPS","No","6/1/1935","5,765","24,540"," 2/9"
"112","Detroit","253630-G01","253630","GARDEN CITY","MAIN OFFICE","140 MERRIMAN RD","WAYNE","GARDEN CITY","MI","48135-9998","Active","Owned","1364413","Y11930","Post Office","Main Post Office","USPS Building, Const. by USPS","USPS Land, Not Prev. Leased","USPS","Yes","11/1/1990","18,108","148,072"," 1/8"
"113","Greater Michigan","253660-G03","253660","GAYLORD","P&DC","289 W COMMERCE BLVD","OTSEGO","GAYLORD","MI","49735-7343","Active","Owned","1364564","Y11933","Post Office","Administrative Post Office (APO)","USPS Building, Const. by USPS","USPS Land, Not Prev. Leased","USPS","Yes","2/1/1998","37,735","277,912"," 1/7"
"114","Greater Michigan","253660-G03","253660","GAYLORD","P&DC","289 W COMMERCE BLVD","OTSEGO","GAYLORD","MI","49735-7343","Active","Owned","1441314","Y11932","Mail Processing","Processing and Distribution Center/Facility (PDC/PDF)","USPS Building, Const. by USPS","USPS Land, Not Prev. Leased","USPS","Yes","2/1/1998","37,735","277,912"," 1/7"
"115","Greater Michigan","253660-G03","253660","GAYLORD","P&DC","289 W COMMERCE BLVD","OTSEGO","GAYLORD","MI","49735-7343","Active","Owned","1473609","17629","Post Office","Service Hub Facility (SHF)","USPS Building, Const. by USPS","USPS Land, Not Prev. Leased","USPS","Yes","2/1/1998","37,735","277,912"," 1/7"
"116","Greater Michigan","253720-G01","253720","GLADSTONE","MAIN OFFICE","1003 DELTA AVE","DELTA","GLADSTONE","MI","49837-9998","Active","Owned","1364836","Y11943","Post Office","Main Post Office","USPS Building, Transferred","USPS Land, Transferred","USPS","No","6/1/1934","6,507","11,558"," 5/9"
"117","Greater Michigan","253770-G01","253770","GLENNIE","MAIN OFFICE","3160 STATE RD","ALCONA","GLENNIE","MI","48737-9616","Active","Owned","1437850","Y11948","Post Office","Remotely Managed Post Office (RMPO)","USPS Building, Not Prev. Leased","USPS Land, Not Prev. Leased","USPS","No","3/1/1990","3,155","0",""
"118","Detroit","253810-G03","253810","GOODELLS","MAIN POST OFFICE","2585 GOODELLS RD","ST. CLAIR","GOODELLS","MI","48027-9998","Active","Owned","1437852","Y11962","Post Office","Remotely Managed Post Office (RMPO)","USPS Building, Prev. Leased","USPS Land, Prev. Leased","USPS","No","11/1/1998","2,591","182,126"," 0/1"
"119","Detroit","253870-G02","253870","GRAND BLANC","MAIN OFFICE","11426 DAVIS ST","GENESEE","GRAND BLANC","MI","48480-9998","Active","Owned","1365290","Y11971","Post Office","Main Post Office","USPS Building, Const. by USPS","USPS Land, Not Prev. Leased","USPS","Yes","7/1/2001","6,173","51,836"," 1/8"
"120","Greater Michigan","253880-G01","253880","GRAND HAVEN","MAIN OFFICE","324 WASHINGTON AVE STE 1","OTTAWA","GRAND HAVEN","MI","49417-9998","Active","Owned","1365305","Y11972","Post Office","Main Post Office","USPS Building, Transferred","USPS Land, Transferred","USPS","Yes","6/1/1967","15,840","52,272"," 2/7"
"121","Greater Michigan","253900-G01","253900","GRAND LEDGE","MAIN OFFICE","118 E JEFFERSON ST","EATON","GRAND LEDGE","MI","48837-9998","Active","Owned","1365319","Y11976","Post Office","Administrative Post Office (APO)","USPS Building, Transferred","USPS Land, Transferred","USPS","Yes","4/1/1939","7,454","21,120"," 1/3"
"122","Greater Michigan","253920-G11","253927","GRAND RAPIDS","EAST PARIS CLASS BRANCH","3970 S GREENBROOKE DR SE","KENT","GRAND RAPIDS","MI","49512-5455","Active","Owned","1433034","1875","Post Office","Branch","USPS Building, Const. by USPS","USPS Land, Not Prev. Leased","USPS","Yes","8/1/2001","26,615","147,875"," 1/6"
"123","Greater Michigan","253920-G14","253920","GRAND RAPIDS","GRAND RIVER STATION (CAX)","630 S Division Ave","KENT","GRAND RAPIDS","MI","49503-5109","Active","Owned","","","","","USPS Building, Not Prev. Leased","USPS Land, Not Prev. Leased","Unknown","No","","0","0",""
"124","Greater Michigan","253920-G01","253932","GRAND RAPIDS","KENTWOOD BRANCH","1680 44TH ST SE","KENT","GRAND RAPIDS","MI","49508-9998","Active","Owned","1437872","Y12173","Post Office","Branch","USPS Building, Const. by USPS","USPS Land, Not Prev. Leased","USPS","Yes","6/1/1975","11,627","82,764"," 1/7"
"125","Greater Michigan","253921-G03","253921","GRAND RAPIDS","MAIN OFFICE/P&DC","225 MICHIGAN ST NW RM 317","KENT","GRAND RAPIDS","MI","49501-9901","Active","Owned","1000032","8208","Administrative Office","Consumer Affairs Office","USPS Building, Prev. Leased","USPS Land, Prev. Leased","USPS","Yes","12/1/1984","272,471","191,664","1 3/7"
"126","Greater Michigan","253921-G03","253921","GRAND RAPIDS","MAIN OFFICE/P&DC","225 MICHIGAN ST NW RM 317","KENT","GRAND RAPIDS","MI","49501-9901","Active","Owned","1365329","Y11979","Post Office","Main Post Office","USPS Building, Prev. Leased","USPS Land, Prev. Leased","USPS","Yes","12/1/1984","272,471","191,664","1 3/7"
"127","Greater Michigan","253921-G03","253921","GRAND RAPIDS","MAIN OFFICE/P&DC","225 MICHIGAN ST NW RM 317","KENT","GRAND RAPIDS","MI","49501-9901","Active","Owned","1438515","Y18760","Administrative Office","District Administrative Office (DM)","USPS Building, Prev. Leased","USPS Land, Prev. Leased","USPS","Yes","12/1/1984","272,471","191,664","1 3/7"
"128","Greater Michigan","253921-G03","253921","GRAND RAPIDS","MAIN OFFICE/P&DC","225 MICHIGAN ST NW RM 317","KENT","GRAND RAPIDS","MI","49501-9901","Active","Owned","1441315","Y11978","Mail Processing","Processing and Distribution Center/Facility (PDC/PDF)","USPS Building, Prev. Leased","USPS Land, Prev. Leased","USPS","Yes","12/1/1984","272,471","191,664","1 3/7"
"129","Greater Michigan","253921-G03","253921","GRAND RAPIDS","MAIN OFFICE/P&DC","225 MICHIGAN ST NW RM 317","KENT","GRAND RAPIDS","MI","49501-9901","Active","Owned","1448896","11428","Administrative Office","Office of the Inspector General Office (OIG)","USPS Building, Prev. Leased","USPS Land, Prev. Leased","USPS","Yes","12/1/1984","272,471","191,664","1 3/7"
"130","Greater Michigan","253921-G03","253921","GRAND RAPIDS","MAIN OFFICE/P&DC","225 MICHIGAN ST NW RM 317","KENT","GRAND RAPIDS","MI","49501-9901","Active","Owned","1462245","16311","Post Office","Carrier Annex (ANX)","USPS Building, Prev. Leased","USPS Land, Prev. Leased","USPS","Yes","12/1/1984","272,471","191,664","1 3/7"
"131","Greater Michigan","253920-G09","253933","GRAND RAPIDS","NORTHEAST SAT Z-5","1765 3 MILE RD NE","KENT","GRAND RAPIDS","MI","49505-9998","Active","Owned","1375511","Y18432","Post Office","Station","USPS Building, Const. by USPS","USPS Land, Not Prev. Leased","USPS","Yes","4/1/1996","24,742","170,000"," 1/7"
"132","Greater Michigan","253920-G05","253926","GRAND RAPIDS","NORTHWEST CARRIER ANX","1625 WALKER AVE NW","KENT","GRAND RAPIDS","MI","49504-9998","Active","Owned","1375583","Y12485","Post Office","Station","USPS Building, Const. by USPS","USPS Land, Not Prev. Leased","USPS","Yes","8/1/1990","15,324","149,383"," 1/9"
"133","Greater Michigan","253970-G01","253970","GRAYLING","MAIN OFFICE","300 E MICHIGAN AVE","CRAWFORD","GRAYLING","MI","49738-9998","Active","Owned","1365475","Y11994","Post Office","Administrative Post Office (APO)","USPS Building, Transferred","USPS Land, Transferred","USPS","Yes","6/1/1937","6,389","18,000"," 3/8"
"134","Greater Michigan","253970-G01","253970","GRAYLING","MAIN OFFICE","300 E MICHIGAN AVE","CRAWFORD","GRAYLING","MI","49738-9998","Active","Owned","1457184","15263","Post Office","Village Post Office","USPS Building, Transferred","USPS Land, Transferred","USPS","Yes","6/1/1937","6,389","18,000"," 3/8"
"135","Greater Michigan","254000-G01","254000","GREENVILLE","MAIN OFFICE","119 W CASS ST","MONTCALM","GREENVILLE","MI","48838-9998","Active","Owned","1365655","Y12003","Post Office","Administrative Post Office (APO)","USPS Building, Transferred","USPS Land, Transferred","USPS","Yes","3/1/1938","8,156","25,191"," 1/3"
"136","Detroit","254030-G03","254030","GROSSE ILE","MAIN OFFICE","8841 MACOMB ST","WAYNE","GROSSE ILE","MI","48138-9998","Active","Owned","1365762","Y12010","Post Office","Main Post Office","USPS Building, Const. by USPS","USPS Land, Not Prev. Leased","USPS","Yes","10/1/1998","15,375","111,190"," 1/7"
"137","Greater Michigan","254070-G02","254070","HALE","MAIN OFFICE","121 E MAIN ST","IOSCO","HALE","MI","48739-8527","Active","Owned","1365963","Y12024","Post Office","Administrative Post Office (APO)","USPS Building, Const. by USPS","USPS Land, Not Prev. Leased","USPS","No","8/1/2001","4,800","30,362"," 1/6"
"138","Greater Michigan","254070-G02","254070","HALE","MAIN OFFICE","121 E MAIN ST","IOSCO","HALE","MI","48739-8527","Active","Owned","1370871","Y12268","Post Office","Remotely Managed Post Office (RMPO)","USPS Building, Const. by USPS","USPS Land, Not Prev. Leased","USPS","No","8/1/2001","4,800","30,362"," 1/6"
"139","Greater Michigan","254070-G02","254070","HALE","MAIN OFFICE","121 E MAIN ST","IOSCO","HALE","MI","48739-8527","Active","Owned","1455270","15005","Post Office","Village Post Office","USPS Building, Const. by USPS","USPS Land, Not Prev. Leased","USPS","No","8/1/2001","4,800","30,362"," 1/6"
"140","Greater Michigan","254100-G01","254100","HANCOCK","MAIN OFFICE","221 QUINCY ST","HOUGHTON","HANCOCK","MI","49930-1816","Active","Owned","1366124","Y12030","Post Office","Administrative Post Office (APO)","USPS Building, Transferred","USPS Land, Transferred","USPS","No","5/1/1935","7,103","15,142"," 4/9"
"141","Greater Michigan","254200-G01","254200","HART","MAIN OFFICE","135 S STATE ST","OCEANA","HART","MI","49420-9998","Active","Owned","1366355","Y12047","Post Office","Administrative Post Office (APO)","USPS Building, Transferred","USPS Land, Transferred","USPS","No","6/1/1939","5,770","12,700"," 4/9"
"142","Greater Michigan","254330-G02","254330","HESPERIA","MAIN OFFICE","100 W MICHIGAN AVE","OCEANA","HESPERIA","MI","49421-8562","Active","Owned","1437862","Y12065","Post Office","Administrative Post Office (APO)","USPS Building, Prev. Leased","USPS Land, Prev. Leased","USPS","No","","5,075","46,400"," 1/9"
"143","Detroit","254360-G02","254360","HIGHLAND","MAIN OFFICE","376 BEACH FARM CIR","OAKLAND","HIGHLAND","MI","48356-9998","Active","Owned","1366937","Y12072","Post Office","Main Post Office","USPS Building, Const. by USPS","USPS Land, Not Prev. Leased","USPS","Yes","2/1/1999","18,737","149,989"," 1/8"
"144","Detroit","254390-G01","254390","HILLSDALE","MAIN OFFICE","99 N BROAD ST","HILLSDALE","HILLSDALE","MI","49242-9998","Active","Owned","1367037","Y12078","Post Office","Administrative Post Office (APO)","USPS Building, Transferred","USPS Land, Transferred","USPS","Yes","6/1/1912","9,278","17,400"," 5/9"
"145","Greater Michigan","254400-G02","254400","HOLLAND","MAIN OFFICE","190 E 8TH ST","OTTAWA","HOLLAND","MI","49423-9998","Active","Owned","1367185","Y12079","Post Office","Administrative Post Office (APO)","USPS Building, Const. by USPS","USPS Land, Not Prev. Leased","USPS","Yes","2/1/1987","19,864","134,015"," 1/7"
"146","Greater Michigan","254430-G01","254430","HOLT","MAIN OFFICE","2190 AURELIUS RD","INGHAM","HOLT","MI","48842-9998","Active","Owned","1367261","Y12081","Post Office","Main Post Office","USPS Building, Const. by USPS","USPS Land, Not Prev. Leased","USPS","No","12/1/1984","4,704","23,000"," 1/5"
"147","Greater Michigan","254500-G01","254500","HOUGHTON","MAIN OFFICE","701 SHELDEN AVE","HOUGHTON","HOUGHTON","MI","49931-9998","Active","Owned","1367469","Y12091","Post Office","Administrative Post Office (APO)","USPS Building, Transferred","USPS Land, Transferred","USPS","Yes","6/1/1924","9,773","24,583"," 2/5"
"148","Greater Michigan","254540-G03","254540","HOWELL","MAIN OFFICE","325 S MICHIGAN AVE","LIVINGSTON","HOWELL","MI","48843-9998","Active","Owned","1367510","Y12098","Post Office","Administrative Post Office (APO)","USPS Building, Const. by USPS","USPS Land, Not Prev. Leased","USPS","Yes","3/1/1986","10,920","68,676"," 1/6"
"149","Detroit","254590-G01","254590","HUDSON","MAIN OFFICE","401 W MAIN ST","LENAWEE","HUDSON","MI","49247-9998","Active","Owned","1367562","Y12103","Post Office","Administrative Post Office (APO)","USPS Building, Transferred","USPS Land, Transferred","USPS","No","6/1/1933","5,450","17,000"," 1/3"
"150","Greater Michigan","254600-G02","254600","HUDSONVILLE","MAIN OFFICE","3333 CENTRAL BLVD","OTTAWA","HUDSONVILLE","MI","49426-9998","Active","Owned","1367575","Y12105","Post Office","Administrative Post Office (APO)","USPS Building, Const. by USPS","USPS Land, Not Prev. Leased","USPS","Yes","11/1/1998","12,368","95,198"," 1/8"
"151","Detroit","254690-G01","254690","INKSTER","MAIN OFFICE","27631 MICHIGAN AVE","WAYNE","INKSTER","MI","48141-9998","Active","Owned","1367957","Y12123","Post Office","Main Post Office","USPS Building, Const. by USPS","USPS Land, Not Prev. Leased","USPS","Yes","9/1/1994","11,615","116,874"," 0/1"
"152","Greater Michigan","254710-G01","254710","IONIA","MAIN OFFICE","117 N KIDD ST","IONIA","IONIA","MI","48846-9998","Active","Owned","1368004","Y12125","Post Office","Administrative Post Office (APO)","USPS Building, Transferred","USPS Land, Transferred","USPS","Yes","6/1/1912","9,290","127,167"," 0/1"
"153","Greater Michigan","254720-G02","254721","IRON MOUNTAIN","MAIL PROCESSING CENTER","700 W BREITUNG AVE","DICKINSON","KINGSFORD","MI","49802-9996","Active","Owned","1441349","Y18410","Mail Processing","Processing and Distribution Center/Facility (PDC/PDF)","USPS Building, Const. by USPS","USPS Land, Not Prev. Leased","USPS","Yes","4/1/1991","50,615","353,445"," 1/7"
"154","Greater Michigan","254720-G02","254721","IRON MOUNTAIN","MAIL PROCESSING CENTER","700 W BREITUNG AVE","DICKINSON","KINGSFORD","MI","49802-9996","Active","Owned","1441805","4190","Post Office","Finance Branch","USPS Building, Const. by USPS","USPS Land, Not Prev. Leased","USPS","Yes","4/1/1991","50,615","353,445"," 1/7"
"155","Greater Michigan","254720-G01","254720","IRON MOUNTAIN","MAIN OFFICE","101 W LUDINGTON ST","DICKINSON","IRON MOUNTAIN","MI","49801-9998","Active","Owned","1437867","Y12129","Post Office","Administrative Post Office (APO)","USPS Building, Transferred","USPS Land, Transferred","USPS","Yes","6/1/1935","36,857","61,600"," 3/5"
"156","Greater Michigan","254730-G01","254730","IRON RIVER","MAIN OFFICE","425 W GENESEE ST","IRON","IRON RIVER","MI","49935-9998","Active","Owned","1368036","Y12130","Post Office","Administrative Post Office (APO)","USPS Building, Transferred","USPS Land, Transferred","USPS","Yes","6/1/1940","7,258","21,600"," 1/3"
"157","Greater Michigan","254760-G01","254760","IRONWOOD","MAIN OFFICE","100 E AYER ST","GOGEBIC","IRONWOOD","MI","49938-9998","Active","Owned","1368051","Y12132","Post Office","Administrative Post Office (APO)","USPS Building, Transferred","USPS Land, Transferred","USPS","Yes","10/1/1932","19,845","40,000"," 1/2"
"158","Greater Michigan","254770-G01","254770","ISHPEMING","MAIN OFFICE","211 N 2ND ST","MARQUETTE","ISHPEMING","MI","49849-9998","Active","Owned","1368090","Y12133","Post Office","Administrative Post Office (APO)","USPS Building, Transferred","USPS Land, Transferred","USPS","Yes","7/1/1916","27,002","16,800","1 3/5"
"159","Greater Michigan","254790-G01","254790","ITHACA","MAIN OFFICE","120 N PINE RIVER ST","GRATIOT","ITHACA","MI","48847-1055","Active","Owned","1368131","Y12134","Post Office","Administrative Post Office (APO)","USPS Building, Not Prev. Leased","USPS Land, Not Prev. Leased","USPS","No","6/1/1986","5,625","42,122"," 1/8"
"160","Detroit","254800-G05","254801","JACKSON","DDC","1500 N ELM AVE","JACKSON","JACKSON","MI","49202-9998","Active","Owned","1437869","Y12137","Post Office","Administrative Post Office (APO)","USPS Building, Const. by USPS","USPS Land, Not Prev. Leased","USPS","Yes","5/1/1997","50,115","432,551"," 1/9"
"161","Detroit","254800-G05","254801","JACKSON","DDC","1500 N ELM AVE","JACKSON","JACKSON","MI","49202-9998","Active","Owned","1441316","Y12136","Mail Processing","Processing and Distribution Center/Facility (PDC/PDF)","USPS Building, Const. by USPS","USPS Land, Not Prev. Leased","USPS","Yes","5/1/1997","50,115","432,551"," 1/9"
"162","Detroit","254800-G05","254801","JACKSON","DDC","1500 N ELM AVE","JACKSON","JACKSON","MI","49202-9998","Active","Owned","1448502","11055","Post Office","Carrier Annex (ANX)","USPS Building, Const. by USPS","USPS Land, Not Prev. Leased","USPS","Yes","5/1/1997","50,115","432,551"," 1/9"
"163","Detroit","254800-G05","254801","JACKSON","DDC","1500 N ELM AVE","JACKSON","JACKSON","MI","49202-9998","Active","Owned","1473611","17631","Post Office","Service Hub Facility (SHF)","USPS Building, Const. by USPS","USPS Land, Not Prev. Leased","USPS","Yes","5/1/1997","50,115","432,551"," 1/9"
"164","Greater Michigan","254850-G01","254850","JENISON/GRANDVILLE","MAIN OFFICE","408 CHICAGO DR","OTTAWA","JENISON","MI","49428-9243","Active","Owned","1368376","Y12143","Post Office","Main Post Office","USPS Building, Const. by USPS","USPS Land, Not Prev. Leased","USPS","Yes","9/1/1987","11,342","92,532"," 1/8"
"165","Greater Michigan","254912-G01","254912","KALAMAZOO","MAIN POST OFFICE","1121 MILLER RD","KALAMAZOO","KALAMAZOO","MI","49001-9721","Active","Owned","1368645","Y12154","Post Office","Main Post Office","USPS Building, Prev. Leased","USPS Land, Prev. Leased","USPS","Yes","5/1/1959","92,807","208,372"," 4/9"
"166","Greater Michigan","254912-G01","254912","KALAMAZOO","MAIN POST OFFICE","1121 MILLER RD","KALAMAZOO","KALAMAZOO","MI","49001-9721","Active","Owned","1438492","Y18714","Vehicle Maintenance","Vehicle Maintenance Facility (VMF)","USPS Building, Prev. Leased","USPS Land, Prev. Leased","USPS","Yes","5/1/1959","92,807","208,372"," 4/9"
"167","Greater Michigan","254912-G03","254912","KALAMAZOO","P&DC","3885 S 9TH ST","KALAMAZOO","KALAMAZOO","MI","49009-9997","Active","Owned","1376373","Y12527","Post Office","Main Post Office","USPS Building, Const. by USPS","USPS Land, Not Prev. Leased","USPS","Yes","9/1/1995","171,698","898,380"," 1/5"
"168","Greater Michigan","254912-G03","254912","KALAMAZOO","P&DC","3885 S 9TH ST","KALAMAZOO","KALAMAZOO","MI","49009-9997","Active","Owned","1441317","Y12153","Mail Processing","Processing and Distribution Center/Facility (PDC/PDF)","USPS Building, Const. by USPS","USPS Land, Not Prev. Leased","USPS","Yes","9/1/1995","171,698","898,380"," 1/5"
"169","Greater Michigan","254912-G03","254912","KALAMAZOO","P&DC","3885 S 9TH ST","KALAMAZOO","KALAMAZOO","MI","49009-9997","Active","Owned","1472087","17361","Post Office","Service Hub Facility (SHF)","USPS Building, Const. by USPS","USPS Land, Not Prev. Leased","USPS","Yes","9/1/1995","171,698","898,380"," 1/5"
"170","Greater Michigan","254910-G02","254914","KALAMAZOO","WESTWOOD BRANCH","167 N DRAKE RD","KALAMAZOO","KALAMAZOO","MI","49009-9998","Active","Owned","1438033","Y13096","Post Office","Branch","USPS Building, Const. by USPS","USPS Land, Not Prev. Leased","USPS","Yes","7/1/1990","22,506","201,345"," 1/9"
"171","Greater Michigan","255090-G01","258810","LACOTA","RMPO","60062 CHURCH ST","VAN BUREN","LACOTA","MI","49063-9800","Active","Owned","1369466","Y12191","Post Office","Remotely Managed Post Office (RMPO)","USPS Building, Not Prev. Leased","USPS Land, Prev. Leased","USPS","No","6/1/1996","633","18,634"," 0/1"
"172","Detroit","255190-G01","255190","LAKE ORION","MAIN OFFICE","611 N AXFORD ST","OAKLAND","LAKE ORION","MI","48361-9998","Active","Owned","1369621","Y12206","Post Office","Main Post Office","USPS Building, Const. by USPS","USPS Land, Not Prev. Leased","USPS","Yes","8/1/1976","8,446","86,878"," 0/1"
"173","Greater Michigan","255270-G06","255274","LANSING","CARRIER ANNEX","3285 EXPRESS CT","INGHAM","LANSING","MI","48910-4397","Active","Owned","1484516","18051","Post Office","Carrier Annex (ANX)","USPS Building, Const. by USPS","USPS Land, Not Prev. Leased","USPS","Yes","7/1/1996","30,145","161,604"," 1/5"
"174","Greater Michigan","255270-G03","255273","LANSING","DELTA BRANCH CARRIER ANNE","6101 W MICHIGAN AVE","INGHAM","LANSING","MI","48917-2471","Active","Owned","1360632","Y11735","Post Office","Carrier Annex (ANX)","USPS Building, Const. by USPS","USPS Land, Not Prev. Leased","USPS","Yes","1/1/1988","13,535","103,230"," 1/8"
"175","Greater Michigan","255271-G02","255271","LANSING","P&DC","4800 COLLINS RD","INGHAM","LANSING","MI","48910-9700","Active","Owned","1369854","Y12220","Post Office","Main Post Office","USPS Building, Const. by USPS","USPS Land, Not Prev. Leased","USPS","Yes","4/1/1976","242,072","994,956"," 1/4"
